,Block,Blocktrial,Horizon,Item,Sample,TreeA,TreeB,TreeC,TreeD,Size,RT,PressedKey,UnusedTree,TreeColGroup,TreeLeft,TreeMiddle,TreeRight,BlockDuration,InfoRequestNo
207,1.0,32.0,11.0,89.0,5.0,,,1.0,,6.0,4845.0,2.0,4.0,6.0,2.0,3.0,1.0,1014.0,0.0
208,1.0,32.0,11.0,89.0,6.0,,,1.0,,4.0,1688.0,2.0,4.0,6.0,2.0,3.0,1.0,1014.0,0.0
209,1.0,32.0,11.0,89.0,7.0,1.0,,,,3.0,2064.0,3.0,4.0,6.0,2.0,3.0,1.0,1014.0,0.0
210,1.0,32.0,11.0,89.0,8.0,1.0,,,,5.0,696.0,3.0,4.0,6.0,2.0,3.0,1.0,1014.0,0.0
211,1.0,32.0,11.0,89.0,9.0,1.0,,,,5.0,640.0,3.0,4.0,6.0,2.0,3.0,1.0,1014.0,0.0
212,1.0,32.0,11.0,89.0,10.0,1.0,,,,3.0,680.0,3.0,4.0,6.0,2.0,3.0,1.0,1014.0,0.0
213,1.0,33.0,11.0,40.0,1.0,,,,1.0,6.0,,,1.0,3.0,4.0,2.0,3.0,1014.0,0.0
214,1.0,33.0,11.0,40.0,2.0,,1.0,,,7.0,,,1.0,3.0,4.0,2.0,3.0,1014.0,0.0
215,1.0,33.0,11.0,40.0,3.0,,,1.0,,7.0,5130.0,3.0,1.0,3.0,4.0,2.0,3.0,1014.0,0.0
216,1.0,33.0,11.0,40.0,4.0,,,1.0,,7.0,1368.0,3.0,1.0,3.0,4.0,2.0,3.0,1014.0,0.0
217,1.0,33.0,11.0,40.0,5.0,,,1.0,,8.0,865.0,3.0,1.0,3.0,4.0,2.0,3.0,1014.0,0.0
218,1.0,33.0,11.0,40.0,6.0,,,1.0,,7.0,758.0,3.0,1.0,3.0,4.0,2.0,3.0,1014.0,0.0
219,1.0,33.0,11.0,40.0,7.0,,,1.0,,8.0,1120.0,3.0,1.0,3.0,4.0,2.0,3.0,1014.0,0.0
220,1.0,33.0,11.0,40.0,8.0,,,1.0,,7.0,964.0,3.0,1.0,3.0,4.0,2.0,3.0,1014.0,0.0
221,1.0,34.0,6.0,8.0,1.0,1.0,,,,5.0,,,2.0,3.0,1.0,4.0,3.0,1014.0,0.0
222,1.0,34.0,6.0,8.0,2.0,1.0,,,,4.0,,,2.0,3.0,1.0,4.0,3.0,1014.0,0.0
223,1.0,34.0,6.0,8.0,3.0,,,,1.0,3.0,,,2.0,3.0,1.0,4.0,3.0,1014.0,0.0
224,1.0,34.0,6.0,8.0,4.0,1.0,,,,4.0,,,2.0,3.0,1.0,4.0,3.0,1014.0,0.0
225,1.0,34.0,6.0,8.0,5.0,,,1.0,,5.0,5000.0,3.0,2.0,3.0,1.0,4.0,3.0,1014.0,0.0
226,1.0,35.0,6.0,88.0,1.0,1.0,,,,5.0,,,4.0,5.0,1.0,2.0,3.0,1014.0,0.0
227,1.0,35.0,6.0,88.0,2.0,1.0,,,,8.0,,,4.0,5.0,1.0,2.0,3.0,1014.0,0.0
228,1.0,35.0,6.0,88.0,3.0,,1.0,,,5.0,,,4.0,5.0,1.0,2.0,3.0,1014.0,0.0
229,1.0,35.0,6.0,88.0,4.0,1.0,,,,5.0,,,4.0,5.0,1.0,2.0,3.0,1014.0,0.0
230,1.0,35.0,6.0,88.0,5.0,1.0,,,,5.0,4876.0,1.0,4.0,5.0,1.0,2.0,3.0,1014.0,0.0
231,1.0,36.0,11.0,98.0,1.0,1.0,,,,3.0,,,3.0,6.0,4.0,1.0,2.0,1014.0,0.0
232,1.0,36.0,11.0,98.0,2.0,,,,1.0,2.0,,,3.0,6.0,4.0,1.0,2.0,1014.0,0.0
233,1.0,36.0,11.0,98.0,3.0,,1.0,,,3.0,,,3.0,6.0,4.0,1.0,2.0,1014.0,0.0
234,1.0,36.0,11.0,98.0,4.0,1.0,,,,5.0,,,3.0,6.0,4.0,1.0,2.0,1014.0,0.0
235,1.0,36.0,11.0,98.0,5.0,1.0,,,,6.0,,,3.0,6.0,4.0,1.0,2.0,1014.0,0.0
236,1.0,36.0,11.0,98.0,6.0,1.0,,,,4.0,11771.0,2.0,3.0,6.0,4.0,1.0,2.0,1014.0,0.0
237,1.0,36.0,11.0,98.0,7.0,1.0,,,,6.0,600.0,2.0,3.0,6.0,4.0,1.0,2.0,1014.0,0.0
238,1.0,36.0,11.0,98.0,8.0,1.0,,,,4.0,512.0,2.0,3.0,6.0,4.0,1.0,2.0,1014.0,0.0
239,1.0,36.0,11.0,98.0,9.0,1.0,,,,4.0,464.0,2.0,3.0,6.0,4.0,1.0,2.0,1014.0,0.0
240,1.0,36.0,11.0,98.0,10.0,1.0,,,,6.0,456.0,2.0,3.0,6.0,4.0,1.0,2.0,1014.0,0.0
241,1.0,36.0,11.0,98.0,11.0,1.0,,,,4.0,472.0,2.0,3.0,6.0,4.0,1.0,2.0,1014.0,0.0
242,1.0,37.0,11.0,38.0,1.0,1.0,,,,7.0,,,2.0,1.0,3.0,1.0,4.0,1014.0,0.0
243,1.0,37.0,11.0,38.0,2.0,,,,1.0,5.0,,,2.0,1.0,3.0,1.0,4.0,1014.0,0.0
244,1.0,37.0,11.0,38.0,3.0,1.0,,,,7.0,,,2.0,1.0,3.0,1.0,4.0,1014.0,0.0
245,1.0,37.0,11.0,38.0,4.0,1.0,,,,7.0,,,2.0,1.0,3.0,1.0,4.0,1014.0,0.0
246,1.0,37.0,11.0,38.0,5.0,1.0,,,,7.0,3614.0,2.0,2.0,1.0,3.0,1.0,4.0,1014.0,0.0
247,1.0,37.0,11.0,38.0,6.0,1.0,,,,7.0,480.0,2.0,2.0,1.0,3.0,1.0,4.0,1014.0,0.0
248,1.0,37.0,11.0,38.0,7.0,1.0,,,,7.0,344.0,2.0,2.0,1.0,3.0,1.0,4.0,1014.0,0.0
249,1.0,37.0,11.0,38.0,8.0,1.0,,,,7.0,320.0,2.0,2.0,1.0,3.0,1.0,4.0,1014.0,0.0
250,1.0,37.0,11.0,38.0,9.0,1.0,,,,7.0,88.0,2.0,2.0,1.0,3.0,1.0,4.0,1014.0,0.0
251,1.0,37.0,11.0,38.0,10.0,1.0,,,,6.0,327.0,2.0,2.0,1.0,3.0,1.0,4.0,1014.0,0.0
252,1.0,38.0,11.0,73.0,1.0,1.0,,,,4.0,,,2.0,5.0,3.0,1.0,4.0,1014.0,0.0
253,1.0,38.0,11.0,73.0,2.0,,,,1.0,2.0,,,2.0,5.0,3.0,1.0,4.0,1014.0,0.0
254,1.0,38.0,11.0,73.0,3.0,1.0,,,,4.0,,,2.0,5.0,3.0,1.0,4.0,1014.0,0.0
255,1.0,38.0,11.0,73.0,4.0,1.0,,,,3.0,,,2.0,5.0,3.0,1.0,4.0,1014.0,0.0
256,1.0,38.0,11.0,73.0,5.0,,,1.0,,5.0,3043.0,1.0,2.0,5.0,3.0,1.0,4.0,1014.0,0.0
257,1.0,38.0,11.0,73.0,6.0,,,1.0,,6.0,1312.0,1.0,2.0,5.0,3.0,1.0,4.0,1014.0,0.0
258,1.0,38.0,11.0,73.0,7.0,,,1.0,,5.0,497.0,1.0,2.0,5.0,3.0,1.0,4.0,1014.0,0.0
259,1.0,38.0,11.0,73.0,8.0,,,1.0,,5.0,448.0,1.0,2.0,5.0,3.0,1.0,4.0,1014.0,0.0
260,1.0,38.0,11.0,73.0,9.0,,,1.0,,4.0,360.0,1.0,2.0,5.0,3.0,1.0,4.0,1014.0,0.0
261,1.0,38.0,11.0,73.0,10.0,,,1.0,,5.0,376.0,1.0,2.0,5.0,3.0,1.0,4.0,1014.0,0.0
262,1.0,39.0,6.0,77.0,1.0,1.0,,,,4.0,,,4.0,8.0,2.0,1.0,3.0,1014.0,0.0
263,1.0,39.0,6.0,77.0,2.0,1.0,,,,3.0,,,4.0,8.0,2.0,1.0,3.0,1014.0,0.0
264,1.0,39.0,6.0,77.0,3.0,1.0,,,,4.0,,,4.0,8.0,2.0,1.0,3.0,1014.0,0.0
265,1.0,39.0,6.0,77.0,4.0,,1.0,,,3.0,,,4.0,8.0,2.0,1.0,3.0,1014.0,0.0
266,1.0,39.0,6.0,77.0,5.0,,,1.0,,4.0,4867.0,3.0,4.0,8.0,2.0,1.0,3.0,1014.0,0.0
267,1.0,40.0,11.0,83.0,1.0,,,,1.0,2.0,,,1.0,5.0,3.0,4.0,2.0,1014.0,0.0
268,1.0,40.0,11.0,83.0,2.0,,1.0,,,3.0,,,1.0,5.0,3.0,4.0,2.0,1014.0,0.0
269,1.0,40.0,11.0,83.0,3.0,,,1.0,,6.0,4447.0,1.0,1.0,5.0,3.0,4.0,2.0,1014.0,0.0
270,1.0,40.0,11.0,83.0,4.0,,,1.0,,6.0,775.0,1.0,1.0,5.0,3.0,4.0,2.0,1014.0,0.0
271,1.0,40.0,11.0,83.0,5.0,,,1.0,,6.0,537.0,1.0,1.0,5.0,3.0,4.0,2.0,1014.0,0.0
272,1.0,40.0,11.0,83.0,6.0,,,1.0,,5.0,504.0,1.0,1.0,5.0,3.0,4.0,2.0,1014.0,0.0
273,1.0,40.0,11.0,83.0,7.0,,,1.0,,3.0,481.0,1.0,1.0,5.0,3.0,4.0,2.0,1014.0,0.0
274,1.0,40.0,11.0,83.0,8.0,,,1.0,,6.0,527.0,1.0,1.0,5.0,3.0,4.0,2.0,1014.0,0.0
275,1.0,41.0,6.0,44.0,1.0,1.0,,,,5.0,,,2.0,6.0,3.0,1.0,4.0,1014.0,0.0
276,1.0,41.0,6.0,44.0,2.0,,,,1.0,2.0,,,2.0,6.0,3.0,1.0,4.0,1014.0,0.0
277,1.0,41.0,6.0,44.0,3.0,1.0,,,,5.0,,,2.0,6.0,3.0,1.0,4.0,1014.0,0.0
278,1.0,41.0,6.0,44.0,4.0,1.0,,,,4.0,,,2.0,6.0,3.0,1.0,4.0,1014.0,0.0
279,1.0,41.0,6.0,44.0,5.0,,,1.0,,4.0,28033.0,1.0,2.0,6.0,3.0,1.0,4.0,1014.0,0.0
280,1.0,42.0,11.0,29.0,1.0,1.0,,,,3.0,,,4.0,3.0,2.0,3.0,1.0,1014.0,0.0
281,1.0,42.0,11.0,29.0,2.0,1.0,,,,5.0,,,4.0,3.0,2.0,3.0,1.0,1014.0,0.0
282,1.0,42.0,11.0,29.0,3.0,,1.0,,,4.0,,,4.0,3.0,2.0,3.0,1.0,1014.0,0.0
283,1.0,42.0,11.0,29.0,4.0,1.0,,,,5.0,,,4.0,3.0,2.0,3.0,1.0,1014.0,0.0
284,1.0,42.0,11.0,29.0,5.0,,,1.0,,5.0,3380.0,2.0,4.0,3.0,2.0,3.0,1.0,1014.0,0.0
285,1.0,42.0,11.0,29.0,6.0,1.0,,,,6.0,2928.0,3.0,4.0,3.0,2.0,3.0,1.0,1014.0,0.0
286,1.0,42.0,11.0,29.0,7.0,1.0,,,,4.0,1000.0,3.0,4.0,3.0,2.0,3.0,1.0,1014.0,0.0
287,1.0,42.0,11.0,29.0,8.0,1.0,,,,5.0,896.0,3.0,4.0,3.0,2.0,3.0,1.0,1014.0,0.0
288,1.0,42.0,11.0,29.0,9.0,1.0,,,,6.0,840.0,3.0,4.0,3.0,2.0,3.0,1.0,1014.0,0.0
289,1.0,42.0,11.0,29.0,10.0,1.0,,,,6.0,584.0,3.0,4.0,3.0,2.0,3.0,1.0,1014.0,0.0
290,1.0,43.0,6.0,70.0,1.0,1.0,,,,7.0,,,3.0,2.0,4.0,2.0,1.0,1014.0,0.0
291,1.0,43.0,6.0,70.0,2.0,,1.0,,,10.0,,,3.0,2.0,4.0,2.0,1.0,1014.0,0.0
292,1.0,43.0,6.0,70.0,3.0,1.0,,,,9.0,,,3.0,2.0,4.0,2.0,1.0,1014.0,0.0
293,1.0,43.0,6.0,70.0,4.0,1.0,,,,9.0,,,3.0,2.0,4.0,2.0,1.0,1014.0,0.0
294,1.0,43.0,6.0,70.0,5.0,,,,1.0,4.0,,,3.0,2.0,4.0,2.0,1.0,1014.0,0.0
295,1.0,43.0,6.0,70.0,6.0,,1.0,,,10.0,5026.0,2.0,3.0,2.0,4.0,2.0,1.0,1014.0,0.0
296,1.0,44.0,11.0,43.0,1.0,1.0,,,,8.0,,,3.0,6.0,1.0,2.0,4.0,1014.0,0.0
297,1.0,44.0,11.0,43.0,2.0,1.0,,,,7.0,,,3.0,6.0,1.0,2.0,4.0,1014.0,0.0
298,1.0,44.0,11.0,43.0,3.0,,1.0,,,6.0,,,3.0,6.0,1.0,2.0,4.0,1014.0,0.0
299,1.0,44.0,11.0,43.0,4.0,1.0,,,,6.0,,,3.0,6.0,1.0,2.0,4.0,1014.0,0.0
300,1.0,44.0,11.0,43.0,5.0,,,,1.0,4.0,,,3.0,6.0,1.0,2.0,4.0,1014.0,0.0
301,1.0,44.0,11.0,43.0,6.0,1.0,,,,6.0,5674.0,1.0,3.0,6.0,1.0,2.0,4.0,1014.0,0.0
302,1.0,44.0,11.0,43.0,7.0,1.0,,,,8.0,720.0,1.0,3.0,6.0,1.0,2.0,4.0,1014.0,0.0
303,1.0,44.0,11.0,43.0,8.0,1.0,,,,7.0,600.0,1.0,3.0,6.0,1.0,2.0,4.0,1014.0,0.0
304,1.0,44.0,11.0,43.0,9.0,1.0,,,,7.0,743.0,1.0,3.0,6.0,1.0,2.0,4.0,1014.0,0.0
305,1.0,44.0,11.0,43.0,10.0,1.0,,,,8.0,577.0,1.0,3.0,6.0,1.0,2.0,4.0,1014.0,0.0
306,1.0,44.0,11.0,43.0,11.0,1.0,,,,7.0,472.0,1.0,3.0,6.0,1.0,2.0,4.0,1014.0,0.0
307,1.0,45.0,11.0,1.0,1.0,1.0,,,,10.0,,,3.0,1.0,1.0,4.0,2.0,1014.0,0.0
308,1.0,45.0,11.0,1.0,2.0,1.0,,,,10.0,,,3.0,1.0,1.0,4.0,2.0,1014.0,0.0
309,1.0,45.0,11.0,1.0,3.0,1.0,,,,10.0,,,3.0,1.0,1.0,4.0,2.0,1014.0,0.0
310,1.0,45.0,11.0,1.0,4.0,,,,1.0,7.0,,,3.0,1.0,1.0,4.0,2.0,1014.0,0.0
311,1.0,45.0,11.0,1.0,5.0,,1.0,,,10.0,,,3.0,1.0,1.0,4.0,2.0,1014.0,0.0
312,1.0,45.0,11.0,1.0,6.0,1.0,,,,9.0,4997.0,1.0,3.0,1.0,1.0,4.0,2.0,1014.0,0.0
313,1.0,45.0,11.0,1.0,7.0,,,,1.0,7.0,1929.0,2.0,3.0,1.0,1.0,4.0,2.0,1014.0,0.0
314,1.0,45.0,11.0,1.0,8.0,,1.0,,,9.0,1344.0,3.0,3.0,1.0,1.0,4.0,2.0,1014.0,0.0
315,1.0,45.0,11.0,1.0,9.0,,1.0,,,10.0,1152.0,3.0,3.0,1.0,1.0,4.0,2.0,1014.0,0.0
316,1.0,45.0,11.0,1.0,10.0,,1.0,,,10.0,672.0,3.0,3.0,1.0,1.0,4.0,2.0,1014.0,0.0
317,1.0,45.0,11.0,1.0,11.0,,1.0,,,9.0,536.0,3.0,3.0,1.0,1.0,4.0,2.0,1014.0,0.0
318,1.0,46.0,11.0,23.0,1.0,1.0,,,,5.0,,,2.0,8.0,4.0,1.0,3.0,1014.0,0.0
319,1.0,46.0,11.0,23.0,2.0,,,,1.0,4.0,,,2.0,8.0,4.0,1.0,3.0,1014.0,0.0
320,1.0,46.0,11.0,23.0,3.0,1.0,,,,6.0,,,2.0,8.0,4.0,1.0,3.0,1014.0,0.0
321,1.0,46.0,11.0,23.0,4.0,1.0,,,,7.0,,,2.0,8.0,4.0,1.0,3.0,1014.0,0.0
322,1.0,46.0,11.0,23.0,5.0,,,1.0,,6.0,3980.0,3.0,2.0,8.0,4.0,1.0,3.0,1014.0,0.0
323,1.0,46.0,11.0,23.0,6.0,1.0,,,,5.0,1704.0,2.0,2.0,8.0,4.0,1.0,3.0,1014.0,0.0
324,1.0,46.0,11.0,23.0,7.0,1.0,,,,6.0,1192.0,2.0,2.0,8.0,4.0,1.0,3.0,1014.0,0.0
325,1.0,46.0,11.0,23.0,8.0,1.0,,,,6.0,568.0,2.0,2.0,8.0,4.0,1.0,3.0,1014.0,0.0
326,1.0,46.0,11.0,23.0,9.0,1.0,,,,6.0,360.0,2.0,2.0,8.0,4.0,1.0,3.0,1014.0,0.0
327,1.0,46.0,11.0,23.0,10.0,1.0,,,,7.0,375.0,2.0,2.0,8.0,4.0,1.0,3.0,1014.0,0.0
328,1.0,47.0,6.0,67.0,1.0,1.0,,,,4.0,,,4.0,8.0,1.0,3.0,2.0,1014.0,0.0
329,1.0,47.0,6.0,67.0,2.0,,1.0,,,6.0,,,4.0,8.0,1.0,3.0,2.0,1014.0,0.0
330,1.0,47.0,6.0,67.0,3.0,1.0,,,,3.0,,,4.0,8.0,1.0,3.0,2.0,1014.0,0.0
331,1.0,47.0,6.0,67.0,4.0,1.0,,,,5.0,,,4.0,8.0,1.0,3.0,2.0,1014.0,0.0
332,1.0,47.0,6.0,67.0,5.0,1.0,,,,3.0,4035.0,1.0,4.0,8.0,1.0,3.0,2.0,1014.0,0.0
333,1.0,48.0,11.0,9.0,1.0,,1.0,,,7.0,,,1.0,3.0,2.0,3.0,4.0,1014.0,0.0
334,1.0,48.0,11.0,9.0,2.0,,,,1.0,3.0,,,1.0,3.0,2.0,3.0,4.0,1014.0,0.0
335,1.0,48.0,11.0,9.0,3.0,,,1.0,,5.0,3006.0,2.0,1.0,3.0,2.0,3.0,4.0,1014.0,0.0
336,1.0,48.0,11.0,9.0,4.0,,1.0,,,8.0,1400.0,1.0,1.0,3.0,2.0,3.0,4.0,1014.0,0.0
337,1.0,48.0,11.0,9.0,5.0,,1.0,,,8.0,671.0,1.0,1.0,3.0,2.0,3.0,4.0,1014.0,0.0
338,1.0,48.0,11.0,9.0,6.0,,1.0,,,7.0,689.0,1.0,1.0,3.0,2.0,3.0,4.0,1014.0,0.0
339,1.0,48.0,11.0,9.0,7.0,,1.0,,,6.0,543.0,1.0,1.0,3.0,2.0,3.0,4.0,1014.0,0.0
340,1.0,48.0,11.0,9.0,8.0,,1.0,,,7.0,489.0,1.0,1.0,3.0,2.0,3.0,4.0,1014.0,0.0
341,1.0,49.0,6.0,55.0,1.0,1.0,,,,6.0,,,2.0,3.0,3.0,1.0,4.0,1014.0,0.0
342,1.0,49.0,6.0,55.0,2.0,1.0,,,,4.0,,,2.0,3.0,3.0,1.0,4.0,1014.0,0.0
343,1.0,49.0,6.0,55.0,3.0,,,,1.0,3.0,,,2.0,3.0,3.0,1.0,4.0,1014.0,0.0
344,1.0,49.0,6.0,55.0,4.0,1.0,,,,5.0,,,2.0,3.0,3.0,1.0,4.0,1014.0,0.0
345,1.0,49.0,6.0,55.0,5.0,,,1.0,,10.0,5738.0,1.0,2.0,3.0,3.0,1.0,4.0,1014.0,0.0
346,1.0,50.0,6.0,9.0,1.0,,1.0,,,7.0,,,1.0,6.0,4.0,2.0,3.0,1014.0,0.0
347,1.0,50.0,6.0,9.0,2.0,,,,1.0,3.0,,,1.0,6.0,4.0,2.0,3.0,1014.0,0.0
348,1.0,50.0,6.0,9.0,3.0,,,1.0,,5.0,4538.0,3.0,1.0,6.0,4.0,2.0,3.0,1014.0,0.0
349,1.0,51.0,6.0,23.0,1.0,1.0,,,,5.0,,,2.0,2.0,1.0,4.0,3.0,1014.0,0.0
350,1.0,51.0,6.0,23.0,2.0,,,,1.0,4.0,,,2.0,2.0,1.0,4.0,3.0,1014.0,0.0
351,1.0,51.0,6.0,23.0,3.0,1.0,,,,6.0,,,2.0,2.0,1.0,4.0,3.0,1014.0,0.0
352,1.0,51.0,6.0,23.0,4.0,1.0,,,,7.0,,,2.0,2.0,1.0,4.0,3.0,1014.0,0.0
353,1.0,51.0,6.0,23.0,5.0,,,1.0,,6.0,3155.0,3.0,2.0,2.0,1.0,4.0,3.0,1014.0,0.0
354,1.0,52.0,6.0,14.0,1.0,1.0,,,,6.0,,,3.0,5.0,2.0,1.0,4.0,1014.0,0.0
355,1.0,52.0,6.0,14.0,2.0,1.0,,,,7.0,,,3.0,5.0,2.0,1.0,4.0,1014.0,0.0
356,1.0,52.0,6.0,14.0,3.0,,,,1.0,4.0,,,3.0,5.0,2.0,1.0,4.0,1014.0,0.0
357,1.0,52.0,6.0,14.0,4.0,,1.0,,,7.0,,,3.0,5.0,2.0,1.0,4.0,1014.0,0.0
358,1.0,52.0,6.0,14.0,5.0,1.0,,,,5.0,,,3.0,5.0,2.0,1.0,4.0,1014.0,0.0
359,1.0,52.0,6.0,14.0,6.0,,1.0,,,5.0,4060.0,1.0,3.0,5.0,2.0,1.0,4.0,1014.0,0.0
360,1.0,53.0,6.0,17.0,1.0,1.0,,,,4.0,,,4.0,5.0,1.0,2.0,3.0,1014.0,0.0
361,1.0,53.0,6.0,17.0,2.0,1.0,,,,4.0,,,4.0,5.0,1.0,2.0,3.0,1014.0,0.0
362,1.0,53.0,6.0,17.0,3.0,1.0,,,,4.0,,,4.0,5.0,1.0,2.0,3.0,1014.0,0.0
363,1.0,53.0,6.0,17.0,4.0,,1.0,,,6.0,,,4.0,5.0,1.0,2.0,3.0,1014.0,0.0
364,1.0,53.0,6.0,17.0,5.0,,,1.0,,3.0,5261.0,3.0,4.0,5.0,1.0,2.0,3.0,1014.0,0.0
365,1.0,54.0,11.0,65.0,1.0,1.0,,,,4.0,,,3.0,1.0,1.0,2.0,4.0,1014.0,0.0
366,1.0,54.0,11.0,65.0,2.0,,,,1.0,3.0,,,3.0,1.0,1.0,2.0,4.0,1014.0,0.0
367,1.0,54.0,11.0,65.0,3.0,1.0,,,,4.0,,,3.0,1.0,1.0,2.0,4.0,1014.0,0.0
368,1.0,54.0,11.0,65.0,4.0,,1.0,,,7.0,,,3.0,1.0,1.0,2.0,4.0,1014.0,0.0
369,1.0,54.0,11.0,65.0,5.0,1.0,,,,5.0,,,3.0,1.0,1.0,2.0,4.0,1014.0,0.0
370,1.0,54.0,11.0,65.0,6.0,,1.0,,,9.0,3547.0,2.0,3.0,1.0,1.0,2.0,4.0,1014.0,0.0
371,1.0,54.0,11.0,65.0,7.0,,1.0,,,7.0,656.0,2.0,3.0,1.0,1.0,2.0,4.0,1014.0,0.0
372,1.0,54.0,11.0,65.0,8.0,,1.0,,,7.0,672.0,2.0,3.0,1.0,1.0,2.0,4.0,1014.0,0.0
373,1.0,54.0,11.0,65.0,9.0,,1.0,,,6.0,376.0,2.0,3.0,1.0,1.0,2.0,4.0,1014.0,0.0
374,1.0,54.0,11.0,65.0,10.0,,1.0,,,7.0,303.0,2.0,3.0,1.0,1.0,2.0,4.0,1014.0,0.0
375,1.0,54.0,11.0,65.0,11.0,,1.0,,,8.0,321.0,2.0,3.0,1.0,1.0,2.0,4.0,1014.0,0.0
376,1.0,55.0,6.0,39.0,1.0,1.0,,,,5.0,,,3.0,2.0,4.0,2.0,1.0,1014.0,0.0
377,1.0,55.0,6.0,39.0,2.0,,,,1.0,2.0,,,3.0,2.0,4.0,2.0,1.0,1014.0,0.0
378,1.0,55.0,6.0,39.0,3.0,1.0,,,,5.0,,,3.0,2.0,4.0,2.0,1.0,1014.0,0.0
379,1.0,55.0,6.0,39.0,4.0,,1.0,,,3.0,,,3.0,2.0,4.0,2.0,1.0,1014.0,0.0
380,1.0,55.0,6.0,39.0,5.0,1.0,,,,4.0,,,3.0,2.0,4.0,2.0,1.0,1014.0,0.0
381,1.0,55.0,6.0,39.0,6.0,1.0,,,,5.0,5310.0,3.0,3.0,2.0,4.0,2.0,1.0,1014.0,0.0
382,1.0,56.0,11.0,95.0,1.0,,1.0,,,3.0,,,1.0,7.0,3.0,4.0,2.0,1014.0,0.0
383,1.0,56.0,11.0,95.0,2.0,,,,1.0,2.0,,,1.0,7.0,3.0,4.0,2.0,1014.0,0.0
384,1.0,56.0,11.0,95.0,3.0,,,1.0,,4.0,4156.0,1.0,1.0,7.0,3.0,4.0,2.0,1014.0,0.0
385,1.0,56.0,11.0,95.0,4.0,,,1.0,,3.0,2056.0,1.0,1.0,7.0,3.0,4.0,2.0,1014.0,0.0
386,1.0,56.0,11.0,95.0,5.0,,,1.0,,3.0,1032.0,1.0,1.0,7.0,3.0,4.0,2.0,1014.0,0.0
387,1.0,56.0,11.0,95.0,6.0,,,1.0,,4.0,832.0,1.0,1.0,7.0,3.0,4.0,2.0,1014.0,0.0
388,1.0,56.0,11.0,95.0,7.0,,,1.0,,4.0,1288.0,1.0,1.0,7.0,3.0,4.0,2.0,1014.0,0.0
389,1.0,56.0,11.0,95.0,8.0,,,1.0,,3.0,664.0,1.0,1.0,7.0,3.0,4.0,2.0,1014.0,0.0
390,1.0,57.0,6.0,43.0,1.0,1.0,,,,8.0,,,3.0,2.0,1.0,4.0,2.0,1014.0,0.0
391,1.0,57.0,6.0,43.0,2.0,1.0,,,,7.0,,,3.0,2.0,1.0,4.0,2.0,1014.0,0.0
392,1.0,57.0,6.0,43.0,3.0,,1.0,,,6.0,,,3.0,2.0,1.0,4.0,2.0,1014.0,0.0
393,1.0,57.0,6.0,43.0,4.0,1.0,,,,6.0,,,3.0,2.0,1.0,4.0,2.0,1014.0,0.0
394,1.0,57.0,6.0,43.0,5.0,,,,1.0,4.0,,,3.0,2.0,1.0,4.0,2.0,1014.0,0.0
395,1.0,57.0,6.0,43.0,6.0,1.0,,,,6.0,2831.0,1.0,3.0,2.0,1.0,4.0,2.0,1014.0,0.0
396,1.0,58.0,11.0,6.0,1.0,1.0,,,,7.0,,,4.0,2.0,3.0,1.0,2.0,1014.0,0.0
397,1.0,58.0,11.0,6.0,2.0,1.0,,,,7.0,,,4.0,2.0,3.0,1.0,2.0,1014.0,0.0
398,1.0,58.0,11.0,6.0,3.0,,1.0,,,8.0,,,4.0,2.0,3.0,1.0,2.0,1014.0,0.0
399,1.0,58.0,11.0,6.0,4.0,1.0,,,,7.0,,,4.0,2.0,3.0,1.0,2.0,1014.0,0.0
400,1.0,58.0,11.0,6.0,5.0,,,1.0,,9.0,5181.0,1.0,4.0,2.0,3.0,1.0,2.0,1014.0,0.0
401,1.0,58.0,11.0,6.0,6.0,,,1.0,,10.0,216.0,1.0,4.0,2.0,3.0,1.0,2.0,1014.0,0.0
402,1.0,58.0,11.0,6.0,7.0,,,1.0,,8.0,168.0,1.0,4.0,2.0,3.0,1.0,2.0,1014.0,0.0
403,1.0,58.0,11.0,6.0,8.0,,,1.0,,9.0,175.0,1.0,4.0,2.0,3.0,1.0,2.0,1014.0,0.0
404,1.0,58.0,11.0,6.0,9.0,,,1.0,,10.0,216.0,1.0,4.0,2.0,3.0,1.0,2.0,1014.0,0.0
405,1.0,58.0,11.0,6.0,10.0,,,1.0,,9.0,145.0,1.0,4.0,2.0,3.0,1.0,2.0,1014.0,0.0
406,1.0,59.0,11.0,84.0,1.0,,,,1.0,2.0,,,1.0,3.0,3.0,2.0,4.0,1014.0,0.0
407,1.0,59.0,11.0,84.0,2.0,,1.0,,,3.0,,,1.0,3.0,3.0,2.0,4.0,1014.0,0.0
408,1.0,59.0,11.0,84.0,3.0,,,1.0,,4.0,1233.0,1.0,1.0,3.0,3.0,2.0,4.0,1014.0,0.0
409,1.0,59.0,11.0,84.0,4.0,,,1.0,,5.0,185.0,1.0,1.0,3.0,3.0,2.0,4.0,1014.0,0.0
410,1.0,59.0,11.0,84.0,5.0,,,1.0,,3.0,216.0,1.0,1.0,3.0,3.0,2.0,4.0,1014.0,0.0
411,1.0,59.0,11.0,84.0,6.0,,,1.0,,3.0,168.0,1.0,1.0,3.0,3.0,2.0,4.0,1014.0,0.0
412,1.0,59.0,11.0,84.0,7.0,,,1.0,,5.0,264.0,1.0,1.0,3.0,3.0,2.0,4.0,1014.0,0.0
