,Thompson,Thompson_epsilon,Thompson_eta,Thompson_epsilon_eta,UCB_beta,UCB_beta_epsilon,UCB_beta_eta,UCB_beta_epsilon_eta,hybrid,hybrid_epsilon,hybrid_eta,hybrid_epsilon_eta,UCB_b1,UCB_b1_epsilon,UCB_b1_eta,UCB_b1_epsilon_eta,ID
196,567.3811612503902,534.2904088331303,579.2278707843475,539.8393711506467,556.2325346508554,550.0030889822496,557.101635242329,538.6317364045377,554.1637874234767,552.6024770105445,559.7112867813643,550.7995516526362,551.7190814414205,559.4864150109488,551.5748544200167,556.7746321822474,265
197,438.433157267319,395.1039209778957,397.95118885721087,360.304236224359,381.50986344738857,358.8182757683673,386.3472155593643,357.4805258587516,413.98396152604056,360.57846300979867,381.110018440544,371.66822105246746,387.67093494332494,391.85516642776264,392.5723344079472,393.3897974391656,268
198,462.1642887736514,431.3823441731799,452.2957353709309,411.1709115644255,466.50685318712317,471.4688947022607,435.2473197637276,423.3174343404717,449.05613999673676,452.88383389286554,429.5868028966118,437.405768025025,454.6078414487487,462.706314614124,424.2536889275061,433.27529351167465,269
199,637.4092965201535,591.8242293111218,611.0318134381083,588.37139849414,608.7994910939428,609.8106962385648,615.6110728621239,610.218873668748,610.2935023917254,621.0761718999289,607.4315394392335,618.328721487235,604.3999391674923,601.730259837001,613.0700292127298,604.3890762619029,270
200,635.7439346202976,639.3067254903909,635.9629068654444,628.9124955713545,664.0070856280638,662.9724000282677,653.3441641904883,633.4493153753044,657.6427896509388,658.0573515859267,648.5769641050646,647.8646766726192,653.1961981767126,662.26186579033,641.6935805173333,648.0558966311985,272
201,509.4177368908875,467.856966756393,468.56037916220885,434.26508678345505,477.66121051684013,483.70482759672734,450.8688938175677,451.0334404194147,478.0180206075095,477.73627003533966,449.95858452488955,464.2224145777196,467.23330710248223,477.1481313249224,443.89385942290113,451.75157341331266,273
202,370.4035863284429,378.96961834108237,308.2847041134998,314.18604657786136,347.1349720116961,349.4939238564688,312.0874174763796,307.5331423622618,333.6888894297906,336.00892693566834,319.1777323736142,320.3463383568142,367.497055768451,379.479989489218,336.60295258366784,348.58588278199966,274
203,405.0446584101175,405.517771613149,381.9440788918605,377.5319859504599,391.587429609329,395.4906875942601,381.20058863263563,372.2335436260703,407.93951738182153,434.6941366310122,396.1737440331167,389.3110347887027,404.23350335837216,416.21643608756847,396.65187125547556,408.62993421434044,276
204,539.8569259668109,518.6815898447009,502.5927015944737,485.2439135227518,524.3891701564829,533.1676377082588,506.7666213129051,515.5037076121665,513.8181512329268,521.2485670156676,498.4981706980653,514.0230356016842,523.6237207921552,535.6066532382124,506.37656953081023,518.3595188528928,277
206,439.5558869957652,422.4229245199468,433.49720033806653,413.19742763458765,428.1773696255807,419.7344092279084,425.9725100834913,411.2830263531924,440.32844610268074,451.62903662371133,432.32703342144185,425.0471542658066,441.0978179510542,453.08075038170585,438.9572506944376,450.86922086952205,279
207,561.4571950684249,572.3650242324323,483.386083475136,491.3980767586032,595.7493731739277,607.7323033580461,525.7217952433933,537.592212709226,576.2411534628822,588.2240761092297,506.53938043949137,521.083877772753,594.0168941989534,605.9998267368172,531.7024512926131,543.6853804670567,280
208,460.997590865112,446.745764839033,432.37283509217167,426.1191570074544,441.7602019618347,447.726868326595,430.08195001765483,428.4626789311605,450.96414903894896,455.59489499899763,443.3656872297829,447.7135163420461,441.23666462080826,453.1972148354496,430.2749807438854,441.8754922674251,281
209,846.4164069610054,844.330154467271,846.70821211862,848.0358866809781,880.2252303102837,862.5792331694491,884.8003677473922,857.3784272910639,862.3450477327891,872.8157985108786,866.5133394716225,873.0128563422182,1010.0692896183547,857.8542577053536,1012.2597345039806,862.0996847065127,282
210,622.4077975038712,503.9254098426813,539.8389417398278,480.3649488306063,521.1067896454363,512.0673547008587,517.4885640781054,483.18852582307034,524.127067306008,519.3313899411459,504.2120006238578,500.85974201057996,518.4245703171673,511.3358494183015,514.0000320089068,499.54343582190626,283
212,712.292032873688,709.8111962501214,718.1911183266437,715.0993999734172,727.2410044931864,738.9100617852949,716.4536168685684,728.3421365777093,716.3135986320942,728.1813543742446,720.3264543181953,737.0905046294946,729.1359004966824,729.7450596254764,717.1176095185971,719.1255736875726,285
213,613.4565603607707,560.8314413848396,417.65114856214376,403.66414511347614,464.0528776127453,470.47587867718465,411.49948424991817,402.94409806700804,437.0321622407633,440.478972865619,405.48502630391783,408.00619756236125,487.3216521363152,497.3816922376655,444.1114463740174,448.44253228940823,286
214,452.98339049706016,451.5189512274878,454.4548460272094,449.07216620614105,474.5229163606915,476.71007682922254,467.45328310914704,468.9594680141143,466.9531675094876,471.54103120146414,466.4293745648668,471.40419016050004,492.12268043180427,504.1056134582087,482.3892482623092,494.37217516057626,287
216,577.952269465275,495.36811464618347,540.2362215776407,502.5036854860655,513.51372537071,511.2244435515103,515.7166848140862,510.60307423194894,510.9307122322806,519.9045173571122,518.1958183417275,530.1020655667179,503.90675259157126,506.21435383427706,506.0456064245211,507.24242680622336,289
217,512.8984233775215,498.5449067305815,455.99282285054886,444.4060573811291,482.51673268605515,493.65698914602507,455.0895432256352,463.9778231054737,467.9699582295176,479.91966055583555,456.4777253946209,468.11902710514255,500.7021397413497,512.6850728059185,478.39140918796994,490.3743383622023,290
218,589.6599898936269,599.9742622189775,563.0723122288115,568.0136747831314,628.8529086658934,626.4182330301917,613.0818710032848,590.0906608338562,592.7949092473968,607.8194917416178,578.112845585502,584.8618101944543,618.217061108239,627.5364645056027,603.6013187184418,607.4512218002886,291
219,538.9325841867984,523.2751814264934,496.4681846480083,481.18517696302314,543.3286025034337,549.8513103925125,501.4169050326404,504.86839972912946,528.613775101824,531.7169639610197,499.4419573012985,510.0941458846854,536.6123388938126,548.3512792085089,498.0060890750932,509.5225748854867,292
220,532.8503637694159,408.1497755628595,439.88498811236104,358.4851692720585,448.06451402124026,432.72379591970014,422.43040796848896,376.419100042606,429.09531928091207,407.838330143808,380.6206822370507,379.46881855282294,443.7863094850582,431.95330166695834,416.98461990688423,398.89532039356095,293
221,728.2846403084986,570.0759588554292,454.70715329663557,443.4328615458633,571.711997994954,581.661316965197,526.2668154463004,524.8164841525393,554.2812361378257,559.2543584955331,461.7213826220728,472.9417741987245,589.0438761084381,571.7797967551239,526.823661047869,514.7566919704958,294
222,500.93616816999923,497.2062952115118,467.22261195137145,452.77416038591673,459.6466516472504,461.6502550430795,451.43758893843744,440.9907057076031,460.9900166286398,455.80890210149323,468.4703045893126,456.5758269610223,482.88311514410134,494.866047940311,473.09985790263545,485.07776179351185,295
223,514.7359135399487,497.72056610928473,507.22679625872956,484.2323556793373,561.204813816221,566.545698772017,529.3704505308853,531.0023676060424,516.2001056149072,520.761194161848,503.0839391322061,510.2007812005088,558.6951321098142,570.6662014887958,529.6014301032443,541.4404450679762,296
224,434.72606561713803,407.6432371065462,432.32746950104615,390.42994092747534,431.1569247312526,434.8153143315527,412.49932527349677,409.8365223564894,425.3053946977126,430.19279730069917,406.2458588883231,418.01230600482654,424.4966285961452,430.16670611895887,410.39059165953137,412.9346128782762,297
225,313.37271134026736,308.5036251462064,304.1653803581982,274.61573484775687,326.6669902013917,332.188948693106,301.6172681841739,272.52120569236786,315.2255292269749,313.0479002618677,291.75773536927124,283.6484819180112,321.4092517136031,331.27511461102426,296.2542287097522,306.2290315773275,298
226,622.4431274692528,589.4054985195723,594.8062231700545,588.8740064686303,591.0450120780855,583.774628042207,601.0805678189397,589.458900250235,600.4885215201855,607.2092172567569,602.4336989627286,606.1079521531728,593.6923579420389,583.8532164877297,604.30744935245,591.5070551197028,299
227,261.8956809022003,273.87861473658893,249.88650640552797,255.37663689352487,326.381150358435,331.97499675084214,293.0373023186143,287.622555187504,279.99079044638603,291.973721922077,273.34579718963744,283.84772003911456,318.5562668531363,329.9908176497236,291.07531301011056,302.64579478198425,300
229,522.5032139065448,497.806648552324,475.5797382971854,453.9355193902421,486.6640863982285,491.4451809687747,464.015828423969,462.1157068069435,498.1662724725211,521.9732718986181,471.2734709939219,479.44814747778634,486.4020588776469,498.3849894353702,466.5266437996052,478.50956312381277,302
230,649.2834877231195,622.6278225870586,607.6785049413236,584.6575589766217,624.9346591740067,627.6781239767226,607.5362605973033,596.2537719349805,633.4438858564713,632.6508162273469,603.7319617278456,608.7510900391653,615.8432311718933,624.9125906631962,598.0052367713942,603.9707250838703,303
231,488.7527803736913,468.80179458424436,445.64691238900184,414.1183143445541,434.2322643245666,428.708261789615,417.9560256953833,400.4509424170426,434.88579140854404,421.5168095435194,433.989639912679,416.5364594015524,449.97684681258784,460.16946910420234,437.83767639560364,445.2842001988645,304
232,564.1298950999369,556.7736217708473,543.8631458387323,539.0542543010949,611.3913461796251,570.990270980124,613.1384452495691,573.2748583282506,556.1799734634236,567.8998479643005,550.0939703734718,579.7750090594928,716.1818343125589,567.3276789664959,710.5968005326848,574.817974881743,305
233,676.4895507617775,616.0309112224502,642.8775531749893,596.0467342819317,611.0643270623048,608.2251785322035,617.4961801540732,600.3269514465267,627.058465089967,618.4553855966132,616.2290429644695,618.1081459565715,608.015970065812,601.4784125790193,615.5846933372071,601.2724412656174,306
234,714.2877098322044,688.8945337205347,726.2706388763974,696.8060844292362,697.5785844511233,702.0722131732723,705.373304153656,705.7309470956085,709.0377880707343,711.5109883541065,717.6130923539688,723.5390006667232,689.7276861591052,694.8282675217561,698.2050344598025,700.8593596095421,307
235,634.4873516385348,583.0717588749952,601.3705172351282,555.9832570365754,611.5909027793251,606.5982825370234,584.9316787650937,574.5465258251332,600.2758043856868,608.1247114740166,576.5056073578437,579.9825084424293,601.4633778899897,611.5497719023509,575.3652905779829,583.5751941250193,308
236,442.1426608645964,447.3908699348525,413.14850976583,411.13275207785387,393.3027939557719,378.9177676551966,398.5171786370089,368.85186678967216,392.22319042936493,380.41095782969364,392.8193876633482,385.9651013634055,447.70703944214404,459.689972908513,451.74017752531324,463.7231097179366,309
237,416.05782891626217,399.015672721482,377.8405897789339,370.0552894778534,413.9547306404449,423.711266360649,380.59666966485463,387.9783475784089,400.10961414993665,407.7568784903636,386.6353228607957,397.07498336944906,409.37838686458184,421.3613178771293,380.61684095117914,392.59976644166784,310
238,815.8757940062436,822.6000920592447,808.8206958506444,818.2643771453897,840.9730233816839,849.6452121649049,835.4268889477211,843.9221936014305,840.048459698841,848.0706171960046,834.5471574872297,846.6423885690687,911.260435008585,838.0167316404105,904.6426934150425,833.0366066283641,311
239,768.3490065207804,772.3352171853992,780.1186226597309,783.0529967357695,795.6481318571414,795.5163977449838,801.3690353145635,806.1576755654116,791.042056245648,800.4684450865118,802.0246887649894,812.047165382962,851.9094653289692,791.4490196862798,859.3110544735357,795.8806375409027,312
241,537.1020501819387,484.0981228317098,503.0389087088339,427.6457113312271,485.32213107474126,491.6297900133666,449.9613254733665,446.11383717905363,474.6465518963783,477.0500278334106,445.81483518491956,455.74962580456616,474.763934478166,482.7087254597428,439.3985592099397,446.3022657730684,314
242,494.0801804707245,487.999041392235,474.00065039996866,452.33894226258707,493.46871819755074,495.3660951572742,463.0293634393973,456.4021392503405,493.68714076317974,490.58283875179626,471.47400458482986,466.71454936757976,505.65513580691743,517.6380663127021,480.3346759925864,492.3176066868101,315
243,503.88971249519386,501.9142373817716,443.63056474652353,436.9604071372393,433.341029506917,435.43828816531004,419.2238494602791,397.5037109143328,441.7667960934774,436.2369800392329,437.52804599663176,408.5770483898085,463.71238790749004,475.6953193024875,456.9152698684884,468.89819612954875,316
244,780.6116819634108,758.2017729137867,779.5168326691005,766.1454509080687,763.4199786109297,763.9829327990872,774.2358887509995,773.149297340174,775.5385138879053,780.0745960146947,784.0547909242039,790.822887349965,783.1615584897307,755.4920825345594,794.6874373757203,765.1901359300975,318
245,648.976452289767,554.9179118979508,551.7103632747533,499.07534739811945,552.1112226935242,553.7590824843852,537.6853931721433,521.8089499955253,556.6877440894043,535.6642078937621,520.1170682745264,526.6960183266046,551.1751044610292,551.167528622982,533.4283571540527,529.0624232301551,319
246,489.48352978871844,473.3488406169926,423.9885307456976,397.88290500194654,424.9392146109197,412.0063769352718,417.07356525245524,383.6352580034289,428.3775176714559,413.48588204525925,417.0043548668572,401.24008849161896,441.37798738964506,452.3391550627811,430.97149016775484,440.3271959633496,320
247,405.5756807308342,405.4587294847201,367.71097276496204,367.6371308524315,401.8202301960138,402.06429743525865,361.95451074855936,356.6476078890823,387.7704903631981,435.4160511954373,364.5668575547719,361.9055262183067,432.28242672924637,444.2653599020316,401.1207423249574,413.1036731499184,321
248,803.3456806037444,786.5186242066011,800.8556708065273,793.1567631360232,787.3338123682536,793.0159367680179,798.3833102805337,803.0916599972381,803.1584976169158,808.8577801124034,810.6409333342838,820.8827707726797,829.9430380121848,781.4829697118007,841.7221544382293,791.6580253641793,322
249,569.9378877766287,507.5629998607711,473.25468117294025,411.58028134295563,460.77834920416217,456.99648894893653,435.16963442546836,416.0479603877314,459.91536691954883,445.9717319061683,433.406818578782,426.6418419087713,474.86730057290214,480.69754872975767,448.05291451270404,451.06418038022014,324
250,603.6864508443077,550.9973219788131,573.6785149780162,521.8174353451773,556.2671047690183,556.6829603278627,550.7911358502287,530.4083717438259,565.0473398930824,565.1771079370487,542.8802556473504,543.6780264592691,549.455191457205,554.1168303764772,545.2222793172106,545.0391928996866,325
251,443.6046477208687,452.6426214474102,407.1662917568489,411.9437545062021,418.94534382005656,428.55520532644823,392.2470425563925,398.96333309651953,424.6689225702651,429.9362574021572,405.2775697222356,411.9367442473629,472.2537602733536,484.23669418607335,459.11200792383664,471.0949332402969,326
252,671.9435721182399,663.7819109124097,652.0026450998695,629.2473478442935,669.3373395214675,668.632146391903,651.8387582170526,635.2372633553904,682.148256741567,686.5386745398911,649.997313534891,648.6699432090202,661.2327202700365,664.3683758499157,645.2082437632804,643.1475848559893,327
253,579.1446642913787,537.3048664359839,546.4578868193297,498.82976034189414,544.6333384259007,551.7580915788428,512.4333942105014,514.1932049591722,555.1146481580909,563.2990802935166,518.0266738980101,522.3399558816823,540.6412392521371,552.195489807223,509.0102563842881,520.5083392657768,328
254,442.566012757948,412.9807084406693,425.7358420225674,363.9499194624635,394.63059380634905,390.9631980018694,381.77471511789776,367.0591859045304,397.8552714171842,393.7034227298882,374.91608469787616,382.8536462983582,407.64717884636156,412.36694596513433,396.9509256354219,398.5268593636847,329
255,574.3404319711985,553.3934873795342,449.5777076937832,396.12968868268007,423.836388326689,431.832614235848,380.10701951121615,376.0285926090043,386.78389216157814,383.8389718461675,393.4832349550802,405.22477186224097,451.92152569780825,463.8486181829237,411.13792658777476,414.82837667910104,330
256,874.7175747429048,894.4566186958942,881.3387015974296,893.1652028429256,919.0925249191687,897.021405249813,930.0346142336341,906.8592551716212,902.3413112891166,914.0550892398836,909.9537833864835,922.5792804814998,1079.7296467008414,895.1961377165727,1091.0131109962758,905.0317810360109,331
257,673.1328015427672,608.3557090368276,641.414497947575,598.4402983303258,618.3948744702553,614.0224252959196,626.1793497725303,610.5324315871349,623.6458000459371,632.3242117749458,618.3048805098592,626.1394090476341,627.9502858376832,606.5662401559069,637.6839249409991,606.9722713736909,333
258,480.9494495713748,487.4286831529221,463.6408579107248,470.73678348242265,485.30456668058895,489.3748276590054,478.0048065667779,476.218481376616,491.8639072905194,499.20045789731876,480.1589623004584,487.5312140202572,504.55170262567265,516.5346328381534,496.04256400534086,508.02548776082716,334
259,447.09025638778184,433.95057238424897,454.2790104275941,433.01064703721823,462.61678618404613,457.2310813151396,445.41448710746033,430.3741356169683,450.52132703255586,450.41622744465593,450.7505083131079,444.26912406138155,470.8723169483514,482.8530205181414,460.22642093803523,472.2093501122584,335
260,742.770006445833,616.7078486980078,658.6812848979117,518.0995784747469,574.3570642593891,571.6800555910689,535.0272395684361,511.24963580223704,539.5390831624518,508.52048453472463,541.0522955889343,527.976610801271,594.3367757572641,588.5034498922632,568.1362031801266,533.995964217295,336
261,532.6436808140005,519.8056643278329,522.3517668188871,500.9660711581056,547.3405024583878,552.9845901678076,531.7330615382926,532.921388627706,537.7277173364757,544.7063839656521,518.0486574411236,527.0102269333802,547.0426010647708,558.8995627775116,533.0135616119964,544.47136261553,337
262,749.5130053750519,734.0900672363728,741.5588258208504,731.6199080787466,737.3209984345008,743.3337063688083,744.4444379939949,736.7435185453003,751.0936728131461,760.285336946715,750.0558620949781,755.3941633912464,748.0061022984521,732.4395293617479,756.5276232117977,735.5406953196149,338
263,610.8150267331428,602.3713039400639,622.7979561333582,612.9078545947906,623.4818787362321,633.23583705437,627.3760527154064,632.9094620800934,617.2741701225514,624.7780610460431,629.2571025131897,638.0751154110889,612.843096683702,623.4630972786856,617.7369099223635,626.6983284603897,339
264,634.7023565483452,573.4056182258267,549.2656601828319,518.9368805705315,574.4540132871883,565.8494288346775,549.3215980852867,527.4860202115169,586.7057402076982,577.0810126098656,539.2538886549596,540.482865177358,563.8026785130056,567.0971655493565,539.7203836327539,537.799947695654,340
265,670.5827793791227,674.4022020767405,671.4994749277696,673.88285564575,682.3264331818085,690.5379565520274,682.7333949424627,688.32298269286,686.3822877911598,697.6890056804044,690.7968654696094,701.1219178222882,709.3264373757919,688.0120303282885,711.0171232932273,684.8855521458952,341
266,541.0945603329548,532.4795800230455,529.4042026672897,528.1744564576918,526.3493364861026,536.0291121066404,536.9062450621528,546.565445182581,539.372572794736,545.2838059204707,545.9029968042946,558.9752548071054,519.6493757109562,531.6323050455536,529.3239108826916,541.3068382628387,342
267,397.53693294148945,405.95582191730557,368.3838119276876,371.69346684189867,372.03765743886595,364.2428716989969,355.6859586147402,336.37695321559363,387.1986535710861,386.3825312971097,365.98461517101333,353.3460833283933,420.58439383609385,432.56732751715793,400.17806378168314,412.1609869375717,343
268,499.7198831634619,451.2731794973872,459.58196132191404,412.77425229892725,448.06784839645513,438.9064610672493,441.3219554476578,399.2376318371841,459.8621073349621,476.6521354417246,432.2729116960522,416.90316266652314,439.9113181869685,451.2178185484583,433.91282515282273,441.926532082986,344
269,566.5372328936431,535.5821718612049,575.6892071825009,539.0052738533196,550.3834030012041,558.4616280181642,553.2321641605985,560.5386355913953,554.6389316920294,559.473041624206,558.0196533133367,566.4962074705803,550.0399130340012,562.0228434157732,549.5656204012486,561.5485365749423,345
270,628.778233932675,581.8945307234555,606.3051340792316,540.5746915146539,551.8008571734227,561.805385584841,544.2178763802771,546.2787236960327,567.9373809842469,574.7525758395336,556.822571480588,561.3928808846425,544.4687827322042,552.2025948918855,538.3330748671415,544.5624267918711,346
271,668.2481515300236,538.3235055197833,526.5928338020366,514.5152057261386,558.9714148395738,543.8246371638381,555.8574566341555,529.7430501553158,548.9751880598972,550.4287336131456,531.8691430065392,542.0017094684443,610.1692289354024,539.0620311823892,608.9787188908525,529.019208174217,347
272,717.6889404866,560.0280927492634,643.5350068486233,530.9971991800804,582.0664562680076,561.8000609083457,574.6046326832026,538.9060953300226,580.303308477819,551.8299607843674,553.7452801646318,547.2947053241073,571.693458172557,568.8399136868326,564.9682654928628,553.9638060549211,348
273,682.9693330810716,644.3301245115388,694.3749139013556,648.8245279309416,665.8504081380404,661.3957417364197,669.8740869142198,661.3037878130933,663.355333641724,666.1614229397828,667.8425989096136,676.1545027845464,654.2301762551618,661.0504206680135,658.4665593986007,663.6404593429227,349
274,363.5632616945264,360.9975753092972,354.63850470007355,350.1060972609309,345.30108663678703,339.8741592458464,343.3653368769806,332.2541206489439,352.7940860410174,390.95489813923245,359.080667422268,349.56625117464824,387.5591448281016,399.5420771446977,386.2246333951731,398.20756136609384,350
275,463.65511799748305,428.47486633545617,437.13725936745385,403.72530696293273,461.22989099181194,471.0740566269076,430.4234751123866,436.28594584437207,446.7210821921491,450.74007962707236,420.4089737336105,433.6318923123585,451.1572268730353,459.57595998929474,419.45446062174426,428.20195589409076,351
276,648.1027229544251,595.696635932218,634.4422018105804,586.9710064916786,616.4071740625199,597.8476008679277,623.1304095105477,594.1379709404638,616.5260354224722,624.6352151199105,608.7489627265676,610.9982850246262,607.6798547987772,606.5829814978291,614.9042152739962,608.6197359694436,353
277,456.7749030295576,439.6494504143678,419.93895315558683,386.39102139148036,421.86376949715674,427.98903095145886,394.10265485120715,380.6185063964864,423.0983937632381,425.1159257130978,404.6008024647969,394.9345303640592,423.883042417746,435.7272961554427,401.59368775710004,412.65082251143735,354
278,708.2043980073854,673.4057896959719,684.5519022756688,674.9099889358756,674.7780982230023,675.2275933000788,683.919301628334,669.8211049229686,684.7108564971847,694.7310804901331,688.3874988417089,694.3123952091049,692.6171381020669,665.2084312631091,702.2525231312735,672.2405125309531,355
279,475.9288473122594,422.8538428130351,434.05042831001015,398.9506486327656,447.873307211048,449.93710270972355,434.39413476988125,422.0594964410413,440.97757211516296,439.1087083377494,420.519710809851,427.7645890440689,439.8847911327458,441.926136558147,424.6642105188205,423.2879141019894,357
280,689.8128691770102,676.5939270507025,692.5692445087795,658.361696275035,679.8737600382341,688.0781360121047,672.3556600722573,671.0129649727982,692.4527132882552,681.6089949747515,679.9324691937225,681.9204754335176,674.6046392417452,680.0155092764015,668.5132109579747,669.8586863031805,358
282,450.83806787882094,462.1376349315931,350.3366961956238,356.9670741818562,384.65012140393446,393.959491278475,329.7058405842655,320.9445652071801,382.8267936781429,393.053645666076,329.07799139982046,335.3912179521777,428.11117685728055,440.0941109149227,399.36261602401447,411.3455560242123,360
283,589.1292568389601,545.3725262647176,601.1121861384867,551.4405837188784,598.0940448296551,587.8083926649222,592.2774438516279,580.4617897367726,563.3993711054849,566.0951622780527,570.5001753316279,578.335749206362,586.5306339329103,588.0839037378278,580.3113371997006,584.8373541899689,362
284,272.24500012680375,278.91573960782887,270.4809759621939,274.4396338032973,314.10436260492025,319.0020711073896,305.039187756519,292.8022945042612,285.2302692720585,293.5866265549477,291.2137836273974,294.8529953609519,304.9696637360035,316.0218740261389,295.12236581954676,304.63151068793036,363
285,501.10562366223434,453.25048491807064,478.14865651243724,426.10470223753134,475.18437942515914,477.50068352538506,458.7858321914758,446.48999379142936,472.2808267806619,483.1707695451609,446.19273518624766,450.95700829157585,465.8879530069796,477.1640247226257,451.05331147873846,460.53187259308334,364
286,567.8942878216492,522.5286345727088,529.6442251347336,492.55721421713787,521.084428047425,503.2766794082478,516.4404912790883,476.5616179323965,542.6170222961,513.784034247678,513.688074751011,488.96754754594957,514.5235825415265,520.3220468157625,512.1813548430381,512.8906492359184,365
287,487.14172306921586,472.7952094446933,463.7656215378932,452.63942551444296,469.06639540048104,470.52059081334323,457.9000892902758,453.10812480957026,486.27241898634037,502.7525324233848,471.83819082804484,469.78557971772204,479.5774444128855,491.5008477822228,467.99577214833465,479.76719056227023,366
288,706.7885265939252,691.5925715692615,685.3300353923962,662.4982300512237,698.9985137760059,708.7564253426697,685.3005549037736,691.7873423853441,691.9388267676874,699.9819995838533,680.9914431662821,692.4555528278703,698.6150522745554,697.8319470597617,686.3411777791499,681.6834341237764,368
289,666.3969416933475,614.4100968790744,616.5065541430166,571.7396058054476,602.43770988993,607.3834428506832,584.9107845478193,582.0554447527215,617.4134282418655,620.4290750138205,590.7941658076664,595.8518848192765,592.1970279906656,601.4805654541066,576.0128853281063,582.5268148305364,370
290,515.8257707774354,522.09610442211,508.5037671581941,503.5427232651632,504.17343209901327,514.0373744883561,499.6108468297153,503.49799660357326,508.8891692095646,512.77169226519,517.2165011509161,516.8612007437121,527.4518319436111,539.4347629362927,523.1895966638242,535.1725273570032,371
291,611.4541749289906,515.8878692490886,543.6244954694434,511.08120118623407,514.3548688088939,515.5705892550864,518.1629853203816,514.3992602493436,522.8971182581383,525.6430262697,521.0922118655783,536.2651477760808,504.52525470911706,509.1649093048476,509.35373379410714,509.7381110673521,372
292,398.0304406900497,401.30733210730165,360.7456847008617,359.71444369520776,388.8631519610811,395.26276613849654,367.8191145083715,367.48164708199096,383.123455037221,392.6709092833207,376.790224544649,382.67129209921933,386.14722313525186,398.0510858038406,369.8462234919272,381.824746573336,373
293,457.4692895890576,417.6938428173745,447.32055932055107,411.025926123945,433.8751417753723,433.1152411135313,432.38096129697163,423.7098051019371,432.0616389672303,436.6483119694976,426.2000714516946,435.86095446147846,423.47557958862296,434.3088330698012,421.89537077341527,430.8276474729117,374
294,670.5210515940863,538.9872570542494,677.0057892784656,504.27979899694003,595.5765905943969,581.1773120250252,570.8335263033526,525.8096554439452,562.0717608506659,564.2279799344734,526.734675057428,533.2194157395503,595.4247888653963,578.0873814584303,566.5832396988833,542.2044813996595,375
295,480.46334264502826,470.2741497946612,478.77732323031677,464.85458291330025,484.8419101273955,485.85335287440034,476.02402405130715,468.9625677960563,489.0387729624894,500.23147257538704,483.75945992594376,478.88349303863134,494.85880153461073,506.8417315614108,489.9750204397742,501.95795330512624,376
296,721.9956570649961,464.4377452664034,515.8307569963189,452.45555578899274,500.75496545804316,479.586495307474,499.01241921420774,461.8998190784473,484.1229243236277,476.4348957693185,475.41743163125795,480.8525988126414,529.1553237226146,477.1147696869414,528.1258950459481,465.15989089258323,377
297,483.610911559508,488.6218453224614,444.72128743469307,440.0456980474357,484.0142563536149,488.846159719923,440.92000697621387,437.8667046365941,504.23145609066296,515.8575633416435,455.79374195036087,448.49082828859906,501.75801476879224,513.7409458421648,468.0301954223917,480.01312183101203,378
298,747.8887292539852,715.9598329772845,707.0711527811101,710.8138950635295,726.5290102925742,735.9795021407908,726.1164459946206,727.2888501488616,727.1915843053463,737.8989422612322,724.5369496529893,741.0827202733582,763.183012289165,726.5007920031487,761.1332047047424,717.0395993281884,380
299,635.4166191853789,513.465759784738,638.9260206684824,515.0689991730203,558.0778356926254,549.7091476485977,552.1419554382503,545.1369183372034,535.6372574203334,543.4230818606885,537.7011655726235,538.5527057441844,557.697394127721,547.976064901473,553.4687135261455,541.727844867591,381
300,499.3445468213658,483.9509042274679,390.318521500326,391.57765893057336,433.5361025718567,437.822800898641,408.4302355093428,411.50577400139343,419.10369509679634,419.5712353922764,407.4163335916266,412.9452805468595,447.53322642292653,459.51616060289234,420.405074375894,432.3879874007143,382
301,668.4897846290991,572.4934037547184,591.6413650310799,514.1440262433005,582.0589265079194,581.5337152259649,555.6678137593755,528.6380511798402,591.0980760975749,581.8702333767735,534.8319530481931,531.2202918294633,570.9891463822448,577.9688966303868,543.8075389952845,548.086917415938,383
302,471.12523144524204,477.92671995582043,466.7232452631818,466.6367062385976,479.32155788779534,486.38355087839864,464.97124205599135,465.2377587222548,496.0052371691561,496.0301733097593,479.92963461294704,481.8473471423692,496.45530161192556,508.4382339036808,480.5141995745144,492.49713004555935,384
303,424.53622297634536,332.7502389486612,436.5191521934743,344.5999358636122,417.2408238016373,389.4236692308172,424.1847802929356,398.1156561337017,351.6330061333279,342.5801200980487,363.59582144117815,363.68896190816236,410.32528979513444,413.52283620725075,421.6848084783586,425.501842457442,385
305,460.48280661860554,450.7119227920121,412.2582109433022,399.0490406406478,427.7477496519868,429.4072247597727,413.1374192490085,384.3353747598551,421.88400884205623,426.0335010139642,417.7132455784476,402.27067049223217,428.55668671643963,440.47717547613206,420.7079505436034,431.7901980492557,387
306,540.282344811888,523.928654346425,550.387741430017,530.2048288598844,552.4119945433378,541.3507705272357,558.6442162130971,528.7593789609482,542.5299552304888,544.7016724771498,549.767949618263,546.5629667347349,553.964937410917,565.7209935031615,559.7613850378366,571.2964668477211,388
307,721.8858936470771,654.7661217195393,689.9343979076564,643.2192088490617,656.4622581098257,659.7872481116963,660.5585395063514,650.5738291465025,665.8892074686984,664.5347389306411,662.6272667415486,661.8864183993294,652.589874622194,653.4274693113017,657.5188557276191,653.7269119033826,389
