,ID,Q_0,gamma_short,gamma_long,eta_short,eta_long,beta_long,beta_short
50,84.0,4.6043089511231265,2.0717746916811665e-06,2.4866440420071516,2.152277026388389,1.1601482307289612,1.0,1.0
51,85.0,1.4244644348494955,5.57034893511882e-08,1.1808321927602334,2.5120035366722337,2.5356272823101054,1.0,1.0
52,86.0,2.0307398258274767,6.495369188754306e-08,0.19738692810548417,3.484049797224989,3.043412502491205,1.0,1.0
53,87.0,4.397792511934885,2.7978709796797382e-06,2.131759413300731,0.7645388405322431,1.9310387450148774e-06,1.0,1.0
54,89.0,2.4771697929632746,3.333723577628386e-07,0.5666633473993256,3.557246172500031,4.305815043049281,1.0,1.0
55,90.0,1.96943707982339,6.384258475210113e-08,0.34614973536286553,2.3702422048113205,4.569577088935108,1.0,1.0
56,91.0,1.7120446801960971,4.897191204505804e-08,0.8994663068129057,4.999999867005985,3.93090066924984,1.0,1.0
57,93.0,1.000000004633321,1.3110479614047168e-08,1.500438448962465e-08,2.393740897067005,2.882792909469266,1.0,1.0
58,94.0,3.73734116063335,0.3631237114459435,1.392673632652524e-07,2.22772644855169,2.046158132225767,1.0,1.0
59,95.0,3.825500494170158,2.032581788127666e-07,2.9999998066132454,2.2845577565343844,5.101704074310958e-07,1.0,1.0
60,97.0,1.0000008991806966,1.5353246724505132e-07,8.57585721148768e-06,3.7771030613955907,4.686446481715512,1.0,1.0
62,100.0,2.945049202874303,0.032216603407411594,3.275100384072875e-07,2.8956064581043854,4.012139027893841,1.0,1.0
63,101.0,1.5167205780004138,7.57182867443157e-07,3.511675441053594e-07,2.886519369312129,3.793583351443541,1.0,1.0
64,103.0,2.9244751877702124,1.8473736619161787e-08,0.9356423351491374,3.7402466126311684,4.999999989085891,1.0,1.0
65,105.0,3.4354506058361736,1.1429483221774384e-07,1.2461544038112893,2.0283163551480583,3.162524481571711,1.0,1.0
66,106.0,2.210508217823296,3.557630357847733e-07,1.9076946347282817e-06,3.0472014065259603,2.8515915755683374,1.0,1.0
67,107.0,1.6635646867381964,2.8680729886944534e-07,2.1071003428184404e-06,2.448618658318936,2.0307253016568136,1.0,1.0
68,108.0,1.328097446749425,2.0108742816514516e-07,0.843993579647681,4.045213031858902,4.9999989998606855,1.0,1.0
69,109.0,1.278373113637568,5.398953285058075e-08,1.3295723762593483e-05,3.027244071610696,3.388660022750894,1.0,1.0
70,110.0,1.0000004172661572,4.423058470045869e-08,1.207532523329145,3.7427650856639976,3.798406181909191,1.0,1.0
