,ID,Q_0,gamma_short,gamma_long,eta_short,eta_long,beta_long,beta_short
256,331.0,2.2971522351017333,2.74489917960766,2.9999952739605638,0.4699323016256979,2.0788831756975404e-07,1.0,1.0
257,333.0,4.823689382379027,4.635912954933914e-06,0.6408888230926992,1.5429245465696164,1.5672422334235858,1.0,1.0
258,334.0,2.030094667491794,4.391875494569151e-07,7.732192835970251e-07,3.104425985961642,3.8317240211292227,1.0,1.0
259,335.0,1.000000006806759,1.5439159045514774e-08,1.4942776103792534e-08,1.6748129980609845,2.168875869741718,1.0,1.0
260,336.0,1.000000799545277,1.2262970198643203e-07,2.9999993434512704,1.1672550001330824,2.9342167109076414,1.0,1.0
261,337.0,1.1691594255026898,1.9130606923124316e-07,2.83598796220065e-06,3.7803591267636993,4.121512597507687,1.0,1.0
262,338.0,3.6825310267102958,6.280767219175642e-07,1.3827106825573812,1.9095684144230454,0.7335371046257024,1.0,1.0
263,339.0,2.0097836136693075,3.198593293134392e-06,2.44305648291384e-07,1.4305147947209031,1.8350181995996917,1.0,1.0
264,340.0,1.3861618325554814,4.666439005717014e-08,0.27218482001822664,4.99999985709393,4.813035455552117,1.0,1.0
265,341.0,2.5374788550260754,7.626190116590193e-08,0.2046515969812156,2.559764713826439,2.072820259173508,1.0,1.0
266,342.0,4.3863328422476675,1.3394840723462923e-06,1.5875275491472554,1.612954614715417,1.2177983924258755,1.0,1.0
267,343.0,1.0000035325013157,1.5961966311177586e-07,0.7575401813628112,4.563211361218289,4.786396866663907,1.0,1.0
268,344.0,3.099809168526232,1.1243400263625995e-07,5.411038918259033e-07,3.4454146508783516,4.318569480335149,1.0,1.0
269,345.0,2.2474488039609817,1.2391545602275809e-06,3.037992420179788e-07,2.786547725320935,2.5532962430501787,1.0,1.0
270,346.0,1.4235811223900212,2.0932883222090678e-07,2.999998420858979,4.051576673032443,2.418680874931026,1.0,1.0
271,347.0,3.7667131567166403,0.681438421959482,6.715263358962926e-07,3.8070600880410987,3.86341681055516,1.0,1.0
272,348.0,2.1434221212225735,2.956082158288482e-07,1.4530345784086276,3.5867885772902923,3.6616236146557344,1.0,1.0
273,349.0,2.0654374529487796,2.880192270709112e-07,0.4324589170263569,2.217740753952021,1.8154581790688669,1.0,1.0
274,350.0,3.449131274636684,2.875367040269159e-07,1.794561899385817e-07,2.9458979983457896,3.46874137931634,1.0,1.0
275,351.0,2.4419263279174,1.5879068820628282e-07,4.76443288750388e-08,4.99999994525389,4.999999826574894,1.0,1.0
276,353.0,4.367491863583145,1.402423662896889e-06,1.7521553762769913e-05,2.027234533197697,2.027219516178534,1.0,1.0
277,354.0,2.550933446783521,4.695435438311907e-07,4.646510417011374e-07,3.8544636791935196,4.999999466623821,1.0,1.0
278,355.0,4.388243531146785,0.7651023112464056,2.99999520173094,1.4445839117721888,6.395305306064785e-07,1.0,1.0
279,357.0,3.743390991390728,1.0269727851469784e-07,3.448903406235831e-07,3.9558731423268463,4.9999998793434735,1.0,1.0
280,358.0,1.0000070136893846,2.0297386344005477e-07,0.17043574828860153,2.825911244554713,3.2965187396832425,1.0,1.0
282,360.0,1.3437897711522158,4.058384686302185e-08,0.4150384543857835,3.4451625790375884,4.9999999287945425,1.0,1.0
283,362.0,1.0000001638292635,1.1606358912533507e-07,1.4432027334381766e-07,1.8783764677252124,1.8783767315950313,1.0,1.0
284,363.0,3.697359232280388,1.0590647113892783e-07,0.9663187887347515,4.980302837673594,4.999999700143007,1.0,1.0
285,364.0,2.029639243973407,7.452730234522832e-08,3.794581019374463e-07,4.371293565754459,4.907933266121337,1.0,1.0
286,365.0,3.1338448263971768,9.743847430378904e-08,0.08434627599529226,3.4757442212086853,3.5320757737216253,1.0,1.0
287,366.0,1.9586428707205676,6.752183517573153e-08,8.072276797317255e-07,3.6664829607482528,4.201001898273026,1.0,1.0
288,368.0,1.000000771191905,1.4430560551274212e-07,0.22168162090597499,2.5647066889810115,3.791062675188552,1.0,1.0
289,370.0,1.0000018331988363,1.774330172092909e-07,0.9202385485105936,4.0033536578844915,4.157095279227223,1.0,1.0
290,371.0,1.0000013963531478,1.6854875109762114e-07,1.1483566343120568,2.7272866021199254,2.6830276781382363,1.0,1.0
291,372.0,3.9764960931131186,1.6942833699427938e-07,2.6985690912307287,3.2344033807777706,2.0305488349332124,1.0,1.0
292,373.0,2.849427776902679,3.268062732998797e-07,8.682697494996131e-07,3.8061334112521736,4.999999286334194,1.0,1.0
293,374.0,4.163927940002229,7.907056075794368e-07,0.01428737242315206,3.2255588524327643,4.06614318720385,1.0,1.0
294,375.0,2.3520604104069807,4.461759129875128e-08,0.1477636112711402,4.184196960301571,4.999999941939431,1.0,1.0
295,376.0,2.3212872391970647,4.1099093159045787e-07,6.309966475392147e-07,3.274686373980399,3.4251223144280143,1.0,1.0
296,377.0,3.9199227890310393,7.650332739417957e-07,0.7441986414104328,4.185629554349615,3.93372343479004,1.0,1.0
297,378.0,1.000000255586636,1.2271345675976942e-07,2.800017032447506e-07,3.883654880052969,4.56149978337426,1.0,1.0
298,380.0,2.6506103578766473,3.572643567996904e-07,0.8055097020395059,3.6609305121527838,2.2957293670086454,1.0,1.0
299,381.0,2.814529890850684,3.0865022770059914e-07,0.3822485535853368,3.8884545899012513,3.684834572064971,1.0,1.0
300,382.0,1.0918630363098305,4.27812244090097e-08,1.8101465578130707,3.1028903871554303,4.999999888208787,1.0,1.0
301,383.0,1.000000681521682,1.385289791658115e-07,0.6476984640711997,4.6097012550882805,4.9634978440148005,1.0,1.0
302,384.0,1.0466688381044977,3.0726820342156233e-07,6.849099188458767e-07,3.99962803142675,4.2978704552016085,1.0,1.0
303,385.0,1.000000004527877,1.4069126867033245e-08,1.3503591360579689e-08,0.2484828938947475,0.24848286508498835,1.0,1.0
305,387.0,3.144407163260725,1.1828434398748194e-07,4.779567881505371e-07,2.8730754262979703,4.5365944908163165,1.0,1.0
306,388.0,2.560053800373969,3.443765886619673e-07,0.9714655746412048,2.115131791371913,1.5297866635946331,1.0,1.0
307,389.0,3.822611241564598,7.029408912536211e-07,0.30253968900708644,1.6226692655620678,2.5452309205859405,1.0,1.0
308,390.0,3.932130834929503,7.691589822088778e-07,0.19891428153913931,1.7078988568678093,1.5984753105507319,1.0,1.0
309,391.0,2.0701031896499313,5.749066561059834e-08,7.089885871797852e-07,3.0709379171641453,4.999999838309709,1.0,1.0
310,392.0,1.9435828404150957,7.196813333225945e-08,3.9554426015211166e-07,2.98631668788832,3.568713461121114,1.0,1.0
312,394.0,1.0000001458761023,8.19414057886601e-08,2.3490620650223114e-07,1.6388600818342633,1.3882706334292116,1.0,1.0
313,396.0,3.9928851083713197,5.775773979487696e-07,2.3674492608523392e-07,3.364259337629964,3.688043278638161,1.0,1.0
314,397.0,4.387515359838374,2.8811847338793075e-06,3.036516756349051e-07,1.0264589248488392,2.5342537888343015,1.0,1.0
315,399.0,1.0000000091595354,1.8316757220727882e-08,1.5210466338555828e-08,2.8852408986444513,3.0998992116079833,1.0,1.0
316,400.0,4.1842521288766,1.0101556167260735e-06,1.2768582473652441,1.4787558310120505,0.355832710588325,1.0,1.0
317,402.0,1.412957597410134,5.5489893611846975e-08,0.46637129141238554,4.139289952559185,4.154579925510136,1.0,1.0
318,403.0,1.6691003627686483,2.0622858232919568e-07,0.00013795329880095407,2.9877682460326884,3.966947623549253,1.0,1.0
319,405.0,1.0000003027130655,4.076429604609034e-08,1.273581038076098,3.777483060962848,4.999999515682522,1.0,1.0
320,406.0,2.1971193995638076,6.821639772349803e-08,1.5137375837565472,4.112174180333738,2.978305727155177,1.0,1.0
321,407.0,1.0237716045811889,2.15182447777284e-07,1.8642651018529246,2.8982545598712863,2.038454692370799,1.0,1.0
322,408.0,1.2334041798448945,2.2660460691275673e-07,0.3023402071839097,2.154726612579505,2.7300929906862903,1.0,1.0
323,409.0,1.0000003426672612,1.4036387605296362e-07,3.4840091631728204e-07,0.11074885021006697,4.0147569129921905,1.0,1.0
324,410.0,3.1706875759227366,4.5599212034123216e-07,0.5336893361306826,2.421798820424402,2.16595355609498,1.0,1.0
325,412.0,2.261655604810033,2.483544316480416e-07,0.09689035482537006,0.04101474465844194,1.6230907563532668,1.0,1.0
326,414.0,1.000011494449003,5.604140298273431e-07,2.3310382678503384e-07,3.8873317501176095,4.67901264080867,1.0,1.0
327,416.0,1.0000012333774246,1.64017065718277e-07,0.2874892784643921,4.433722032166377,4.954020622111408,1.0,1.0
328,418.0,4.99998690225276,0.1835107766215526,0.7352489814049542,1.7457365151101265,0.6580505344223707,1.0,1.0
329,419.0,1.7233036220198983,7.225758494877849e-07,2.7189129856242356e-07,4.999999392177558,4.24392878857636,1.0,1.0
330,420.0,2.0898775536075567,5.971907806750323e-07,5.464936614065507e-07,2.877631644622948,3.7317421523611185,1.0,1.0
331,421.0,3.484188198333003,5.48233653809348e-07,1.1684707293485979,0.9093938192830816,0.9285526135700987,1.0,1.0
332,422.0,3.233527664019037,4.718581040507131e-07,0.9118239640783808,2.9663595953308217,1.6971881137533873,1.0,1.0
333,423.0,1.0000006714783707,3.743940982301319e-07,2.068858805813765e-07,2.314752337969718,2.2625298732316725,1.0,1.0
334,424.0,1.0000010429422272,1.5742650741092576e-07,0.6238120624666464,3.03717900009055,2.701564041911051,1.0,1.0
335,425.0,1.7207976604243944,1.284625826221137e-07,0.8614315563099889,4.064279167305736,4.999999834742791,1.0,1.0
336,426.0,1.0000000037968215,1.3086046484849163e-08,1.3441984724640932e-08,3.6426418826499063,3.8269935331225224,1.0,1.0
337,427.0,2.1211905402486084,2.8136184017315516e-07,7.112892821530572e-07,3.68874804648377,4.999999537004587,1.0,1.0
339,429.0,2.9646266958270404,8.257063762826658e-08,2.9999992343359057,1.9571516397043847,2.194727591590476,1.0,1.0
342,432.0,1.6545607454125686,4.95384858302133e-07,1.7029977082083727,1.376551466572641,3.5911037403301853e-07,1.0,1.0
343,433.0,3.763885240220298,2.9207148315448615e-06,6.550003006199253e-07,2.442483144437081,4.339642204897756,1.0,1.0
344,434.0,1.0000004978651587,1.7965508532756648e-07,3.4926876101166143e-07,2.619005212160497,4.494429082615074,1.0,1.0
345,435.0,1.8735479467484666,2.7095492471667653e-07,0.7003609219045854,3.1058057068206013,3.9824524594393953,1.0,1.0
346,436.0,3.876425311783367,7.36127466772582e-07,1.3395785378033374,2.271366371278887,1.0213660471366601,1.0,1.0
347,437.0,2.4314997806929894,3.481064675716627e-07,1.0928703325590059e-06,3.9375251531670434,4.999999000235001,1.0,1.0
348,438.0,1.9177242111874506,6.331799367422486e-08,7.4494041711574035e-06,4.188602799508669,4.986302344437863,1.0,1.0
349,439.0,3.609118572008021,3.1330032883777536e-07,2.999999371947093,2.7184704671076987,2.6486566288550053,1.0,1.0
350,440.0,2.5054493721905207,3.370573651891003e-07,1.3914368198985088,3.735901903027787,2.0285586984117616,1.0,1.0
351,441.0,2.2373821735498094,1.1312913062410985e-06,3.093267687096628e-07,2.9246172027266897,4.339536826215285,1.0,1.0
352,442.0,1.5383443200129354,4.843381026928231e-08,0.8189114604930731,4.629013844215318,4.999999847482467,1.0,1.0
353,443.0,1.0000017768651004,1.7648843100943503e-07,0.6488222500233584,2.7549470194083767,4.559619196569096,1.0,1.0
354,444.0,3.8271666690136588,7.056277830762234e-07,1.5722387757677236,3.403733512911097,1.8784486488414158,1.0,1.0
355,445.0,3.0736336521015786,6.356519976375531e-07,7.490809974433348e-07,3.529743533270559,4.558888671382704,1.0,1.0
356,446.0,1.2121150260007303,3.149288994808282e-07,4.061760836850357e-07,4.071548031851454,4.147511329520004,1.0,1.0
357,447.0,3.472263209120843,5.412033628188133e-07,0.5419120021862919,0.8718925425637785,0.6300948863921492,1.0,1.0
358,448.0,1.684549075150394,5.921577419312422e-08,0.715175045385276,3.388676161183283,4.709815785425982,1.0,1.0
359,449.0,3.505550393213174,5.559272203503783e-07,0.9731378803645011,1.5715872730704328,0.38385983265527757,1.0,1.0
360,450.0,4.793553118039924,3.1715478384409795e-06,2.195292319924154,1.6052077787502785,0.7773133395814443,1.0,1.0
361,451.0,1.000000715872269,1.4085690077568155e-07,2.7142922642256493,3.4559525067459425,0.860925962432769,1.0,1.0
362,453.0,2.2064744291188223,8.531526609073553e-07,4.5681710390315593e-07,3.850347711225908,4.579886729400294,1.0,1.0
363,454.0,1.6129970384409753,3.5500785100994797e-07,5.74177305722794e-07,4.568393076493283,4.999998589636297,1.0,1.0
364,455.0,5.000000221259632,1.1917698379158916,1.107937797939441,1.3630206303989518,2.1981784981760746,1.0,1.0
365,457.0,4.9999969737847625,1.9585300290829557,1.9739710147704004,0.1603650454101272,2.294501200156915,1.0,1.0
366,458.0,2.386961909854414,6.85166580343919e-07,4.064525084448449e-07,3.8729850173821134,4.156835608657509,1.0,1.0
367,459.0,1.3837383711696165,1.9378623550475264e-07,1.0066629173573006e-05,4.480668318878581,4.368074758499453,1.0,1.0
368,460.0,4.553595119568239,3.7551818995242556e-07,1.02826922492244,2.3897822468005607,2.333674403439177,1.0,1.0
369,462.0,3.2346911993819933,7.01617841070635e-07,1.4030138269292478e-06,2.145959637479607,2.3754989381346125,1.0,1.0
370,463.0,1.0000000071861863,1.4237461237054507e-08,1.740644959208612e-08,2.6271806877611708,4.11664072592846,1.0,1.0
371,464.0,1.9754480441516231,2.1580571618245856e-08,3.1758161527470174e-08,3.8811559155552176,4.9999999874094465,1.0,1.0
372,465.0,1.0000000548640384,2.6905689241683348e-08,9.126553925931633e-07,2.8613262187122124,4.86987647278873,1.0,1.0
373,466.0,2.819035672630956,8.813057299434127e-08,1.7738350371226006e-06,2.1331644323668826,3.2365594098952526,1.0,1.0
374,467.0,4.393607188463692,2.790840587937361e-07,0.7331480977340932,2.892186551377376,2.548658297187272,1.0,1.0
375,468.0,1.0000025360526605,4.9545239238272054e-08,1.122739278475388,2.7364452843135654,1.8251988226035893,1.0,1.0
376,469.0,1.049231829654149,5.751153086502401e-07,2.4345261218317016e-07,4.330769334016951,4.557705939059025,1.0,1.0
377,470.0,3.4361480589478637,5.31699512948402e-07,1.335647603341371,3.5492705149580153,3.6183964353423503,1.0,1.0
379,472.0,1.3831445586382618,1.808267851975562e-07,0.9283180907969805,3.0926649172001017,4.999999484281981,1.0,1.0
380,473.0,1.3702164860805108,4.659620438990244e-08,5.044930078186932e-07,3.784712117365062,4.999999896837104,1.0,1.0
381,474.0,1.345612045322606,4.008754772118714e-07,5.306158875327303e-07,3.791862998071842,4.299417483870112,1.0,1.0
382,475.0,2.2384896157698977,3.550997332259559e-07,1.7777352769611543e-06,2.6263268331480343,4.999990681692035,1.0,1.0
383,476.0,2.589924622498204,6.114892810257895e-07,7.842938184690025e-07,3.033825157284262,3.789163270360053,1.0,1.0
384,477.0,2.406221231876595,4.2300917537337346e-08,1.5015712613547711,4.867810167877053,4.999999951357534,1.0,1.0
385,478.0,1.2918758318307142,2.3002010429170584e-07,1.460653484839641,4.826305641921366,4.413166929148973,1.0,1.0
386,479.0,1.0000000095165484,1.521559644434722e-08,1.8897103284837692e-08,2.5351319584570677,2.535131899720031,1.0,1.0
387,480.0,3.6575612672128446,4.961983647482225e-07,1.8489036585999126,3.7323012203035826,2.8767550667648663,1.0,1.0
388,481.0,1.3295799400285362,2.6471679551876916e-07,1.755098859119363e-06,1.910185056024474,2.0230240357979024,1.0,1.0
389,482.0,2.0049314918026058,4.0156032387204595e-07,9.050688735580184e-07,2.494071197320386,2.737294601169203,1.0,1.0
390,483.0,1.5184022673922961,2.4433587445089866e-07,0.3670699709159171,4.474129127054479,4.710185552414339,1.0,1.0
391,484.0,1.0000004006646577,1.1206831881309732e-07,0.9407338988562809,3.111683295810055,3.2357182318026307,1.0,1.0
392,485.0,1.0000013725072368,1.6793836051622911e-07,1.660804508608572,3.9487625252013494,2.4885792796899597,1.0,1.0
393,486.0,1.146500899500348,4.511758784117278e-08,0.9559088917618174,4.829230564301401,4.999999849227007,1.0,1.0
394,487.0,2.4131797023627928,4.5697556567993356e-08,0.17467701514599232,3.004582605163447,4.999999939654599,1.0,1.0
395,488.0,3.2314905206904645,4.713184226878823e-07,1.243699621692403,4.001083183066082,2.718030247524021,1.0,1.0
396,489.0,1.3221862771796413,2.5786379171160264e-07,2.1220727177316273e-06,4.013827234638655,4.280349745989641,1.0,1.0
397,490.0,4.367303737796047,1.2995709205364077e-06,0.6916061887692019,1.0344897812344085,0.7935663309222826,1.0,1.0
398,492.0,2.660320546782313,2.3051429463242834e-07,0.7319021050235978,4.707337550458028,4.999999560496378,1.0,1.0
399,493.0,1.9190722622635603,6.567178821472094e-08,1.0981398371451093e-06,1.102107515464037,1.3680939058749393,1.0,1.0
400,495.0,1.9257378064330979,2.7538488795394816e-07,0.8751638445640298,3.8589184225999213,3.714049701831131,1.0,1.0
401,496.0,3.4750295861922456,2.235886824783213,1.430507638145738,3.9198788542907985e-07,1.1435293164260807,1.0,1.0
402,497.0,2.504492750313367,7.538577809900938e-08,0.84450198420555,3.4184504283314867,4.195756457160491,1.0,1.0
403,498.0,1.00000022260483,1.3602587874057225e-07,1.8308093105874325e-07,3.985335846396461,4.311167633477053,1.0,1.0
404,499.0,2.374569280692176,3.2075441451224226e-07,0.7108306877956023,3.843173913942537,3.65369616317873,1.0,1.0
405,500.0,5.000004226096571,0.5012138515141924,1.6434271215379068,2.341148699067316,1.820814820872242,1.0,1.0
407,504.0,2.525982064757691,4.25101593068548e-07,1.6142234014234568e-06,4.477248631135275,3.6196730035104223,1.0,1.0
409,506.0,4.4255978548802535,1.430431504968464e-06,0.3734309495451492,0.8142682012946565,0.27662625782009853,1.0,1.0
410,507.0,1.0000006313288028,8.440023679688174e-08,0.10075813015806262,3.3422319442844244,4.999999865130113,1.0,1.0
411,508.0,1.8947621186061099,1.646054785362379,6.254533009691068e-08,2.1649806607625575,4.9735791682188575,1.0,1.0
413,510.0,1.0000019232524582,1.1620613197625724e-06,2.078463525120103e-07,3.3276519212842683,4.04191189978134,1.0,1.0
414,511.0,1.5665314544820954,3.5939940886695236e-08,0.8246004770502099,4.984092502895208,4.99999995815207,1.0,1.0
415,512.0,2.2668251488407276,3.08504446583437e-07,0.27895980013233396,3.227447593649126,4.214226579469985,1.0,1.0
416,513.0,3.3448959569072128,4.043512281794648e-07,2.393140488777558,3.4347680223760895,3.401737180678328,1.0,1.0
417,516.0,1.7310513337142692,3.506176410867569e-07,5.011136079535438e-07,4.069832274793942,4.999999240959989,1.0,1.0
419,518.0,1.0000000978037762,3.2439016320833504e-08,2.8327929169847734,4.355953581921808,4.297970347671333,1.0,1.0
421,520.0,1.000000736270986,1.421640800168892e-07,0.16863665942358055,3.919910081306777,3.2401053823757975,1.0,1.0
422,521.0,1.0000002026055101,1.073916035902719e-07,2.417810234875443e-07,3.5889610986099325,4.29926019883771,1.0,1.0
423,522.0,2.063652851101422,6.557003329040008e-08,0.13831032341516264,2.882099880352038,3.570196910313129,1.0,1.0
424,523.0,1.0000017619182764,2.3709540113493443e-07,6.302291137635457e-07,3.1817859682558245,4.154217072909081,1.0,1.0
425,524.0,1.0000000053541498,1.3470585974686562e-08,1.567541578608229e-08,2.6525534583414836,2.7834119025756787,1.0,1.0
426,525.0,2.4350787287702604,0.6862306277605189,2.279145391173703,1.2673674087691875,2.3305655790471515e-07,1.0,1.0
427,526.0,2.1037203869754197,0.08825502287360276,6.633908789683066e-08,3.190596004370799,2.3416819347134825,1.0,1.0
429,528.0,2.822130237503996,8.492247401165836e-08,2.082898540097364,1.7875800482911215,2.4918605509954426,1.0,1.0
430,530.0,1.099323520785844,1.2789520965384446e-07,6.974139326920777e-08,4.337567559619988,4.999999443176851,1.0,1.0
431,531.0,1.551359481389577,5.624553670710582e-08,2.3699940571041904,4.999998501048791,3.6035815410503123,1.0,1.0
432,533.0,2.732572872381597,8.196417265426546e-08,1.6865880845835544,4.233133150893341,4.625537481252955,1.0,1.0
433,534.0,2.027297257706152,4.119325619849272e-07,8.752878090589242e-07,2.579242748943381,4.380979662694562,1.0,1.0
434,535.0,2.314833825291437,4.861333945733541e-07,5.641342584419043e-07,3.2220009470472872,4.999998805952276,1.0,1.0
435,538.0,4.757733827259429,2.704070253739548e-06,2.767785455970176,1.1891602725570798,0.23312869044442278,1.0,1.0
436,539.0,1.0000001675230814,2.9607543170184595e-08,0.8701109592319247,3.9203114241179335,4.999999950428628,1.0,1.0
437,540.0,3.990628578998439,8.182806791551749e-07,1.0009450860362588,2.976031496996182,2.723072198242437,1.0,1.0
438,542.0,2.234680853804542,0.39575132690868353,3.0503484554817434e-07,4.00550693181675,4.543604618917709,1.0,1.0
439,543.0,1.0000002804763435,4.1094178771666584e-08,0.7449516488397243,3.463257164044722,4.9999988798849735,1.0,1.0
440,544.0,1.000000078632256,1.0725728056965768e-07,8.732655865586962e-08,1.2925990412387353e-06,1.2086592687715046e-07,1.0,1.0
441,545.0,1.000000153777904,1.2119665221710723e-07,1.2543986362947163e-07,0.11074963248825563,0.3507758282127063,1.0,1.0
442,546.0,1.9226629624130651,2.751188293665031e-07,0.9044153805880882,4.001605464150172,3.659793338497148,1.0,1.0
443,547.0,1.7313357316740425,1.554879006854653e-07,1.3369213482641806,4.99999974443489,4.104349825798434,1.0,1.0
444,548.0,3.830605596015427,0.056356105823985744,1.4953255071055625e-07,1.3121070726236306,1.3271519760566273,1.0,1.0
445,549.0,1.0000004730859606,4.489289543385503e-08,2.8377072607800926,3.1325591619530684,2.399779450727164,1.0,1.0
446,550.0,2.721148866031213,8.164126020948263e-08,0.9194606274163745,3.001702582418315,2.8250912211044876,1.0,1.0
447,551.0,2.3304874000379097,5.166014996463515e-08,4.177894832827742e-07,3.009324326476944,4.999999927426762,1.0,1.0
448,552.0,1.0000003820834524,1.52410861085618e-07,3.418365698701957e-07,2.8869586708329895,2.9699300288201362,1.0,1.0
449,553.0,1.0000004820214081,1.782410801951114e-07,3.4031153256750536e-07,3.2011073912646704,4.790118664421546,1.0,1.0
451,555.0,1.4412944568360415,5.585194730867234e-08,0.2396372306008819,3.1725332827791703,3.460965814132105,1.0,1.0
452,556.0,3.7399474411644023,6.574644443445476e-07,0.8330432587691246,1.7363088967985412,1.7123745525436722,1.0,1.0
453,557.0,1.000000565808251,2.180455556374633e-07,2.907274690975423e-07,3.1999814839297818,3.6652519691378656,1.0,1.0
454,558.0,1.7404449383340226,2.39889943252023e-07,1.5625214179715508e-06,4.520731480507146,4.562059191336501,1.0,1.0
455,559.0,4.160988819880301,0.48462900785966323,2.0449306837598693e-07,1.0267197956178955,1.0240766829051127,1.0,1.0
456,560.0,1.0430567402203206,5.123678842243483e-08,2.3425548643112832,3.719082250757297,1.860485055226298,1.0,1.0
457,561.0,1.8529361285697619,5.567863475368608e-08,1.8379374947125127,3.6062209106213925,4.999999718779507,1.0,1.0
459,565.0,1.7934064799382088,6.272196242706792e-08,5.943423815173753e-07,4.399151243439557,4.999999286727057,1.0,1.0
460,566.0,1.0000001826501659,8.287740223494816e-08,5.31371434498144e-07,1.8340434653856141,2.446606703419545,1.0,1.0
461,569.0,1.611945167708743,5.816131228232397e-08,0.11127130157783757,3.5968683257108394,4.594254054791148,1.0,1.0
462,570.0,2.0719764118922672,6.9500261223818e-07,3.404339265800682e-07,3.1493169227593145,4.913166363464737,1.0,1.0
463,571.0,1.0000001120145692,2.591153247254844e-07,9.36829086661621e-08,3.1759032425442433e-07,1.7702467380494403e-07,1.0,1.0
464,573.0,1.000001603676441,2.348397658226773e-07,6.059139351046787e-07,3.352929834029922,3.6351474113819204,1.0,1.0
465,574.0,4.29622325820741,2.0314950516832473e-08,0.8822982535437391,2.940216140001376,4.999999990806131,1.0,1.0
466,575.0,2.467669456542223,7.443621286438363e-08,0.4645105533909927,3.214429598983409,4.697340231048221,1.0,1.0
467,576.0,2.4723479213172728,2.682221338206112e-07,0.7471613363292663,3.2469262026901493,3.5553673760715485,1.0,1.0
468,577.0,2.640748604957388,2.603670172442229e-07,0.20939212964920434,2.932840140700337,4.999998069312448,1.0,1.0
469,578.0,1.2707131236353382,1.8501738351600658e-07,1.06049256523456,4.403290555053832,4.71547195007317,1.0,1.0
470,579.0,3.738371361308897,1.3934090460633178e-07,0.3125451322376457,2.2672741638504332,2.569082016982014,1.0,1.0
471,580.0,1.5977672754579988,4.9454396952655204e-08,0.7529046308612807,4.294249768016265,4.9999998370222904,1.0,1.0
472,581.0,1.0000056189045365,2.0041276060773392e-07,0.7253053018739128,3.9584677869730944,4.36005122244037,1.0,1.0
473,582.0,1.6825679555060091,2.6970532128183006e-07,8.215520530231472e-07,3.0576506631333142,4.069797132012689,1.0,1.0
474,583.0,1.0000000123624952,1.6483816262862615e-08,1.9760041984947093e-08,3.275396318156736,4.5783874686137285,1.0,1.0
475,584.0,1.0000009288937948,1.3515869395130005e-07,0.18677492946060414,4.523343173950117,4.999999249205711,1.0,1.0
476,585.0,1.0000006834710722,2.254470443205774e-07,3.2943120347676184e-07,2.1895565654630262,1.7055535842294767,1.0,1.0
477,586.0,3.7641075729741815,1.4202850666526313e-07,1.6622241828204323,3.9689015446181966,3.518927683043585,1.0,1.0
478,587.0,3.4651154240047903,1.1631028230384303e-07,0.43165420322144615,2.8272377344485973,3.079071514108764,1.0,1.0
479,589.0,4.489764878846086,1.2892457250479578e-06,0.34881802197644063,2.5871407084860536,2.475272677442858,1.0,1.0
480,590.0,1.000000006892411,1.4516655214857151e-08,1.6204110314620048e-08,0.3208296320246447,0.49085233652051724,1.0,1.0
481,591.0,1.0000004948111776,4.548386710782237e-08,3.3963596466681452e-06,2.9772223712415644,2.932714325314438,1.0,1.0
482,592.0,1.5081826124741162,2.5592330142792866e-07,4.064201406767191e-07,4.692525851071602,4.999999408716677,1.0,1.0
483,593.0,1.9366854381255263,2.7632474761637274e-07,0.8998736523584037,3.7748023085065343,3.587912340193771,1.0,1.0
484,594.0,2.15059508274511,6.726555309131594e-08,0.8579753486807377,4.7060116482994445,4.215579165937403,1.0,1.0
487,598.0,5.000003210049377,0.2931179310448412,0.5476694438066543,1.1163586114393305,3.1300172748190143,1.0,1.0
488,599.0,1.0000004267320235,1.1796233575227772e-07,4.248001096571135e-06,3.0241649597511,3.909508433108597,1.0,1.0
489,602.0,2.227754444513355,7.265210468448721e-08,9.824483881896031e-07,2.9078410751403405,3.804709630177996,1.0,1.0
492,605.0,1.6945136708780566,5.9364204390801395e-08,0.3882437271993922,4.629644545515064,4.272030326021845,1.0,1.0
493,606.0,2.5872259487212346,0.3301679959309586,4.956661537179507e-08,4.999999929017311,4.999995559106482,1.0,1.0
494,607.0,4.999987759502326,0.44035050952492377,0.4337105341942759,1.843337319168252,1.4137224735851723,1.0,1.0
495,610.0,2.4651697512208304,0.6607129633967869,3.3162294175010636e-07,1.8821927868889199,2.309202249577447,1.0,1.0
496,611.0,3.537822068482239,5.67972478265807e-07,1.8507543129292114,1.8659781844639596,0.9906922374498455,1.0,1.0
497,612.0,1.000000964059955,1.5415483649860124e-07,1.9462444763053433,3.4453913546318646,4.821413644512702,1.0,1.0
498,614.0,1.4299048250701127,2.4047780460776337e-07,6.701090977381458e-08,2.0590785165177317,2.3548227330239366,1.0,1.0
499,615.0,1.000000240973232,2.401607797364185e-07,1.2499194116857778e-07,2.4654247262335307,4.322404551783658,1.0,1.0
500,616.0,1.0000099298586744,1.6808025691355014e-07,0.6722902203368264,4.501308395385793,4.141711789428217,1.0,1.0
501,617.0,1.6242850234330697,6.368839367507403e-08,2.317368538241798e-07,4.005963872803385,4.999999700661949,1.0,1.0
503,619.0,2.7873610649050464,8.374589756114696e-08,1.6294727906397797,3.5314937637628576,3.1678247170782763,1.0,1.0
504,620.0,1.4373899360592173,4.95177773108275e-08,0.24335773295525573,4.574663684197846,4.999999788953839,1.0,1.0
