,ID,sigma_0_short,sigma_0_long,Q_0,epsilon_short,epsilon_long
256,331.0,2.5953114333278062,0.11411537323315829,6.268400954286308,0.4999999904421532,0.49999840857000466
257,333.0,1.634267669389407,1.0454049127060379,7.263971028275401,0.20239515716144857,0.2564780432393916
258,334.0,0.7924494889243037,0.7679649449937587,5.66095428665868,1.3314973426502693e-08,0.10972299294391895
259,335.0,0.9620368240132986,0.9321426450089604,3.156022719481257,0.06501880041079498,0.06291565038647558
260,336.0,0.9628375677012464,5.999999981403098,3.205392126294175,0.04806322054270277,0.392226298195948
261,337.0,1.8486368112310625,2.1661963987807833,5.4935403042084525,0.01489741209207065,0.0635005357890657
262,338.0,1.2565813039541183,1.329977126019611,6.2407008313935615,0.3532378413979455,0.3507695829632326
263,339.0,0.642545268095305,0.547562381022983,4.076722574734172,0.19597757413871675,0.10020134482334948
264,340.0,1.478494354789919,1.169759546284336,7.135881854253768,0.1601085642937033,0.17730609160783
265,341.0,1.1339839391087116,0.141335181793934,5.1617193001921,0.03702875967461428,1.2223327342946824e-06
266,342.0,1.2927143558543408,0.7460922117055374,6.809254264495634,0.0778456293555333,0.07283712042961389
267,343.0,1.4212950662545552,1.2088180754520672,6.551210314177286,0.02674377164366105,0.012531106372650218
268,344.0,1.8681552190125554,1.4197635101879695,7.602051663983456,0.11079309824521079,0.0741498059591352
269,345.0,1.402779332572018,1.506290925879313,5.160151161717698,0.047332784753955304,0.09146390574103422
270,346.0,2.2539088069519653,1.4357266946499747,7.024950117668604,0.15822394271633766,0.15542719550068146
271,347.0,1.9999731864826273,2.0478908313166433,9.99999999372531,0.19327244053002907,0.2764382094337064
272,348.0,3.3432196921181965,1.6769397932281527,7.625048983131071,0.11465212864311002,0.13532225217477384
273,349.0,1.1832215998783902,1.5320839575794316,4.348806881927261,0.20812815074662716,0.19104026720657605
274,350.0,1.2301705890497445,1.567300742341186,6.863224136907065,0.00910265673909625,0.02567184578571134
275,351.0,3.422016783059146,4.121301935901992,9.772841616839116,0.046402044012934705,0.03565939565223677
276,353.0,1.2086208318650626,1.4133176229300792,6.686885651513983,0.1114471932403569,0.19051896886675398
277,354.0,2.0972172057522,1.8267270822039365,7.689414001316838,0.03576055461210407,0.057010082557232764
278,355.0,1.7312809625637815,1.2000494413189506,7.82675244670764,0.31895455110257753,0.2790078254272877
279,357.0,2.9245602802896733,2.6534451185196084,9.999999732190286,0.13976564023359647,0.029413536511793154
280,358.0,0.7579766186777619,2.336648293743023,4.200849027745898,0.17266219634209423,0.31819464814729403
282,360.0,1.1678964572482244,0.9994261539826221,5.908870215878063,0.022502939004126764,1.2712609439904904e-08
283,362.0,0.7731422356385576,0.6581098226115915,2.9290759145585543,0.1484392621005846,0.1518199978585285
284,363.0,2.611976879725619,2.309067486639939,9.999999995809995,0.0281066991170613,1.0307942884617331e-08
285,364.0,1.9871549166260565,1.6324411780723593,7.430210883969662,0.0692379692541036,0.05813889780493798
286,365.0,1.4585655459204887,1.1121303015530641,7.2312368758553935,0.09448731947639871,0.1818961759975201
287,366.0,1.2930832722112133,1.080727721021954,6.194115368469616,0.08672073091764726,0.019287101311701797
288,368.0,0.6011347643366091,5.9477545918886205,3.8450611686324003,0.13251719111404997,0.3185775623990151
289,370.0,1.4321331366275334,1.533308730978196,6.212536845030738,0.19388182151552427,0.1493489475344198
290,371.0,0.9344802508700373,1.6785726562142658,4.426981413928693,0.02143163260439342,0.05734693925435102
291,372.0,2.5680379293892104,1.5838929474372092,9.069888049778987,0.18265710178290048,0.11064483122917197
292,373.0,2.028798248220311,2.04718481946969,7.800856598206493,0.04486352055058883,0.006710108567544907
293,374.0,2.505145046699471,1.8927139904205779,8.768451531006347,0.06897582218490149,0.04298397673001727
294,375.0,5.521087341719579,2.6549610894992752,9.92239306862843,0.1108876205474371,0.15707716036547292
295,376.0,1.3680897374724055,1.5103301069819846,5.953703868336512,0.04389725631026029,0.033898471721805115
296,377.0,2.514672807491003,1.966281915000922,9.99999998365896,0.1153037858702414,0.19072039045763062
297,378.0,1.3201365256272473,1.0852723275982663,5.499700247574836,1.2365102172128945e-08,0.05168096568492313
298,380.0,2.813865500547212,3.1778297669670517,7.672474074773274,0.2825287451175505,0.3509888066899991
299,381.0,3.2259755303948197,2.882707537166202,8.47508732007858,0.07221174586484297,0.16137810675908362
300,382.0,5.999999816823665,1.719138802526649,7.740863115423237,0.05612746478115228,1.5151169546877272e-08
301,383.0,3.0505298172976043,1.6174603466229993,7.254082964647939,0.17153529684693808,0.10767464129541421
302,384.0,0.7762529164416886,0.8867124508551204,5.474944902519859,0.018839709296604126,0.03965978718452205
303,385.0,0.8935251930646938,0.7677560214526036,1.206535002211072,0.04218861761142361,0.061105974246276513
305,387.0,2.0027908013394504,1.6269911121604177,7.286702356447574,0.05410695257338034,0.012812100888876948
306,388.0,0.6149625917466234,0.9621974403564924,5.052769359774002,0.04820186741775635,0.07944867847763358
