,ID,sigma_0_short,sigma_0_long,Q_0,eta_short,eta_long,epsilon_short,epsilon_long
106,150.0,0.6763325404276365,0.1340827404010924,1.5628741281683687,1.5006376963405346,0.509587911259177,0.2834126693083855,0.2531759512521567
107,152.0,1.2279789528270975,1.213192212740903,1.5800585312685511,1.6602072712639713,2.455921647857152,0.06549101682283316,0.21208421821734696
108,153.0,1.491364894142594,1.5216140502318196,1.6148160564861522,1.851130402227111,1.9547089651207903,0.014286034092988896,1.181129546214914e-08
109,154.0,1.1097253876147068,1.0963634328707235,2.7137696794298503,2.9525668512165155,3.2093564780763066,0.01887853554031516,0.05970969219934632
110,155.0,0.8952556935393848,1.0565274720665372,3.1667854126063726,2.383894890617275,3.2444372340075223,0.13395351583403367,0.12230120812070483
111,156.0,0.9950064764585337,1.049197341421691,3.5096053460801477,2.2988730001283937,2.5094013813944795,0.15332197241218556,0.09553670602573482
112,157.0,1.1820073258496173,1.3944536580918083,2.8076243306262563,1.8395383306224342,3.9331027275363906,0.024957957982061903,0.1210648370345756
113,158.0,1.7556640938468486,3.720031739877809,4.784201612206622,0.8982708877881879,2.7542317960004925,0.07812119972613384,0.05233217427250534
114,159.0,1.4680297358026184,1.2988714182319998,1.312247792091727,3.37730617668508,3.5825039580210003,0.05635373043481267,0.15995710424340326
115,160.0,0.9066710646672895,0.9693823620379262,4.818542427905602,0.4011217392274375,1.108441442426671,1.5398633306725897e-08,0.05649165962969779
116,161.0,1.0872610845025275,1.2396462974462608,3.790213339331451,3.3058486836161367,3.7130340948437173,0.3017486749018461,0.19531062852893594
117,162.0,0.24541133115488745,1.2499186445012094,2.523476691975796,0.4954964757766115,4.999999912919948,2.446621504427388e-08,0.06543979836267562
121,166.0,1.2162306317154232,1.28080224877274,2.9276382291941623,2.344074676701707,2.7312770860020468,0.1135929073822955,0.12888741896261832
122,167.0,1.1939272769681737,1.2728535772147456,2.9077448260897296,3.116416387267657,4.9999995625874245,0.0952611544094631,0.0879612229803756
123,168.0,0.566606769343131,0.8494810299606927,3.669803568212334,0.6824560329440608,1.8136337505807714,0.10019056971256154,0.12235699579359888
126,172.0,0.9318862426100579,1.022204568253761,3.058441769091205,1.917738410201335,2.6248903956595497,0.012064760538502766,1.0800243772501359e-08
