,ID,Q_0,gamma_short,gamma_long,beta_short,beta_long,epsilon_short,epsilon_long,eta_short,eta_long
15,21.0,2.584000293866262,1.3110046940532844e-06,3.5095066390405126e-07,2.8414345119374618,2.4995648335981904,0.0750443153587612,0.08689319038810767,2.316625814943927,3.506271900643393
16,23.0,3.9506789998040337,7.875185408875641e-07,0.6565455520390806,2.5421221959740588,1.9514772474993165,0.06559248662140661,0.07550239242902329,2.422799274978395,2.5253216823898472
17,31.0,1.0000000104809448,1.371452586540193e-08,7.268311500314078e-08,2.2108465101153825,2.3371866192906476,1.3232249461119894e-09,0.08445277263495195,2.9765025112417964,3.831342604330683
18,35.0,1.0000000122231603,2.1770890028131382e-08,1.9999859993948408e-08,1.3282255594433587,1.651148128465676,8.193850940770388e-09,0.04242972615386582,1.768338765502849,2.0892294305162906
19,38.0,1.1351194886922065,5.221940805830239e-08,1.2169089338221937,1.5266081112990955,4.41123555960483,1.1581066158488602e-08,0.2655460304187216,3.063259073250556,3.281157735345397
20,39.0,1.0000000317998423,3.279699367772252e-08,3.363007137333548e-08,2.358869070488659,2.291679317334591,0.10249447302577996,0.07991725988017734,2.671180719100151,3.042657445467437
21,40.0,1.8259710080786071,2.6704255188851043e-07,1.1048338742412527,2.5420100329774504,4.0823482866832945,0.12218825602568238,0.16128480435740594,2.897761222568463,2.8733059061690525
22,41.0,3.801234465232932,1.4600329394454586e-07,0.28838145645196367,2.3140477567545608,3.1519098102699155,1.4712898040445593e-09,0.03482510434361881,2.046450031351577,2.0760503091931275
24,44.0,3.4238816104536296,3.3076549819317686e-06,5.574195813335691e-06,2.0246303465287956,1.9571808854952348,0.025268149014683827,0.02884815537488664,3.069056691848349,3.9583829004920994
25,46.0,3.8880893388414877,2.9449805177442655e-06,0.33898397160165555,3.641447838041052,4.2865058077319,0.14040302876259744,0.23322346714410347,2.190460961944565,2.6114993346093835
26,49.0,1.0000000284187573,1.1442780580076849e-07,2.1912494335730856e-08,2.1955235037564313,3.838900307631599,0.2052192239618976,0.15191539455676983,2.285713423663923,2.549268395342229
27,50.0,2.2898739349573876,9.627530145435873e-08,2.0928019439415648e-07,0.7845559521727448,1.5153746031508752,7.123891482665792e-09,0.20914122486506728,4.345620033114948,4.402150287852759
28,53.0,2.156479680540992,1.4244247840552435e-06,6.095473723303433e-06,3.1803855141293935,3.1767617163042594,0.13336694850060818,0.059515702541694325,3.714601370290289,4.378916710046302
31,63.0,4.886229151633812,2.2957683203161292e-05,0.8689050515620755,4.656633668125518,3.961954229656654,0.06819966850839443,0.04905464266219506,1.1349082181328356,1.5073824160098965
32,64.0,1.0000000364110078,3.141448172070957e-08,4.1568649781678834e-08,1.873114448575236,0.9478428828814398,0.17948537215795754,3.305953636328418e-08,2.942874519026523,2.1835995917219275
33,65.0,2.917386583637531,3.134939255384096e-05,0.8178545243327493,3.952303907199847,104.52526671329214,0.07578542379169785,0.2080900547232806,3.350688795579014,4.094044267109022
34,66.0,1.5492154906481004,1.3543000004922695e-07,3.8886986276761135e-06,1.6763399455242558,1.6914270319968114,0.051189796737662926,0.1335298547337225,4.98693641550917,4.999999751067463
35,67.0,3.308987543497089,1.4873824059215246e-07,3.2688542858469125e-07,2.7926206680233276,2.1666284630501496,0.14947037464664892,0.21690744368577414,2.2215458892381057,3.092157819335959
36,68.0,3.1615638783501403,1.0758298594905198,1.7851165365240416e-06,2.9048553392629173,2.7566239504198506,0.13069747308586613,0.05760462517221227,2.240974557645603,3.7260482046052754
37,69.0,1.0000001794609792,1.0978274896806445e-07,1.5215790403904176e-07,0.583550022008275,0.5453109210262189,0.07273285253752208,1.613650579636849e-07,0.6175822339142929,1.3548882495749421
38,71.0,2.760217773761456,3.0141031315363994e-07,0.7285815520234068,2.0769542009351234,1.6256708013097063,0.036565551916063616,0.08464446628682425,2.0425543282296292,3.739411621350526
39,72.0,1.1216234526464455,1.7828762209071166e-07,1.7167463580878632,1.1855301815356594,1.120872182703079,0.31404454910185325,0.3184295100209087,4.002388879677676,3.330563012349791
40,73.0,3.8821578565248998,0.05394341102621144,2.345560110243953e-06,2.6710313579697957,2.5684613483850134,0.22283118288999776,0.2193502978642489,2.9511686856106314,3.7100694619554337
