,ID,sigma_0_short,sigma_0_long,Q_0
419,518.0,1.908058580916627,1.3385137217925513,7.203879600646719
421,520.0,0.23807402214529796,0.13005471716166575,4.888514424689753
422,521.0,0.5988422100511988,0.20188270865373914,4.9784277236288235
423,522.0,1.4357408569645276,1.1528676009544712,5.557762469715505
424,523.0,0.5047657317407274,0.23424722839889048,4.953531705087305
425,524.0,0.5692780742725794,0.3498294983139687,3.8837770570166783
426,525.0,0.10191662287576594,0.05998826470342662,4.502931648928455
427,526.0,0.1947747372848301,0.2368088427154674,5.074754639726089
429,528.0,5.379663434919389,1.0893251546570588,7.024648882187681
430,530.0,0.8992887037284701,0.6341538211096942,5.967827674860546
431,531.0,1.5056280250163736,0.6265109316312274,7.247577550128688
432,533.0,3.4887826531526156,2.0142197918557483,9.187673880974234
433,534.0,0.6343466866536817,0.5180952561621002,5.579770166378253
434,535.0,2.2689534088122336,1.3197403140996198,6.902261955906648
435,538.0,1.202817328337275,0.3139394667528658,6.590038416182796
436,539.0,0.8341980940112611,5.999999656165851,5.399575606234008
437,540.0,1.9515676815402299,1.2612739198316725,7.597764207451961
438,542.0,0.18470325722087977,0.179042462553053,6.642525994557167
439,543.0,1.1770921230433222,1.2334305439877848,5.829265376641732
440,544.0,1.4199224761550155,1.66527936454882,1.000000158306172
441,545.0,1.1013353522114828,1.3794481476402103,1.9133762425159129
442,546.0,1.032031756400402,1.1652192619245938,6.420385482649826
443,547.0,2.9841255820221844,0.1530347782028217,7.594525034396169
444,548.0,0.1580061920837579,0.13608156382944941,5.39762848641759
445,549.0,1.5352942203804691,0.4367952608514132,5.712102908779449
446,550.0,1.1950696993344507,1.2192550546774705,6.231517664809104
447,551.0,2.1696109661675598,1.439319778967517,6.765876032640632
448,552.0,0.29407755358498855,0.847579384103063,4.3363053994914535
449,553.0,0.353106099311636,0.15877242016909704,4.91060779482412
451,555.0,1.6959808234948865,0.4479000544318905,5.243677380787419
452,556.0,0.12995001993989105,0.2128652688450263,5.820501572161268
453,557.0,0.38479844386345397,0.3571648550195244,4.751305785470235
454,558.0,1.2560967919921662,0.7478355393091405,6.474354435888786
455,559.0,0.5680034796331975,1.3737070931417537,5.481763356142591
456,560.0,0.6952430443631864,0.2662729648830242,5.338723972965335
457,561.0,5.999998661227628,1.541742119619292,8.584563158406578
459,565.0,0.5905074547358796,0.5525542431593847,6.376559658137065
460,566.0,0.2761679689796518,0.1820398393047254,3.4838699446228834
461,569.0,2.8592924356598464,1.8487739905560474,6.334810503840005
462,570.0,1.8783244501299299,1.1212241445593796,6.415642557591345
463,571.0,2.173398763478997,1.342934385101294,1.0000061646724827
464,573.0,0.34684689294110194,0.5278827279312459,4.794427009980542
465,574.0,4.08074517799603,2.0270440076551917,9.999999173699862
466,575.0,4.0879649292533395,2.481147572631764,7.744233894780241
467,576.0,0.9841331645140752,1.3763606911893784,6.341910185811122
468,577.0,2.519111465865107,0.36988151256198654,6.907311494716309
469,578.0,1.4788399778138757,0.7574208513323547,6.708000101174291
470,579.0,0.9622653376191554,0.8201039134403424,6.192539445270889
471,580.0,1.5283736437517335,0.9722081449837542,6.898585170510582
472,581.0,0.3288750076044531,0.240859657398413,5.623360572363074
473,582.0,0.6828107256099674,0.7419062687480602,5.466463838949446
474,583.0,0.677232686010142,0.5250368890876778,5.189977894819014
475,584.0,2.563618986982055,2.073468789821563,6.475180440467709
476,585.0,0.0989247791927358,0.12471668321000683,2.4961066046171756
477,586.0,2.1013259117440675,1.415526572973909,8.873148496148794
478,587.0,1.9767904662870803,1.2088051497791878,6.758231581835155
479,589.0,2.663590040401211,2.188804830159792,7.7039341003809785
480,590.0,1.1031835078192889,1.1883050477440762,1.9880151195829265
481,591.0,0.36068234601668253,0.46475852923698646,4.5820840851967635
