,ID,sigma_0_short,sigma_0_long,Q_0,eta_short,eta_long
94,136.0,0.286377683885538,0.17342951126452238,5.635713425416055,0.3381582370291162,0.27774189293936885
95,137.0,0.5005541825000882,0.1804993545373154,4.764832880594986,1.005310082005209,0.2888704554203762
96,138.0,1.3486088994651657,2.1999608067487344,3.1441439196949417,1.0534165532912927,3.787942655727921
97,139.0,0.8316505366118837,1.6100933010091232,5.850548714618222,0.6328411671408661,1.906160348070336
98,141.0,0.6062881322374911,0.2528978728740743,4.368111011608089,3.913707317200856e-09,0.4644096715314991
99,142.0,0.9542033875384167,0.909883479738023,3.311987528270877,1.9963129203717225,2.850654105844007
100,143.0,0.8337595010137182,1.236629006504016,4.153191819277501,1.0168476170522858,2.864004496685744
101,144.0,0.34965082843191136,0.2745339114821413,4.882540548402759,0.36584930203108784,0.21519652565298134
103,147.0,0.35584989462034966,0.20283213162553596,4.516432074324349,0.15275968473195023,0.025974904289593235
104,148.0,1.0720736066882233,0.09414992079578764,4.829851046905567,1.1201829490079738,0.10494287464222576
105,149.0,0.19683617494763675,0.15046539489883032,4.355119849937012,4.6261675645594336e-07,2.0794306901637248e-09
106,150.0,0.11453263262545398,0.06956078767788153,2.059599470035199,0.09488703489519304,0.13888540270597755
107,152.0,0.9247405464984803,0.20028609038420725,3.8792018028252295,0.0483412211264152,0.10650717749237693
108,153.0,1.4128059284644259,1.4893821139010273,1.8540218935162436,1.656891984005768,1.7513735440575862
109,154.0,0.8653494323688947,0.7753925677760373,4.1042468765162745,1.5871389149231885,1.5887861845748767
110,155.0,0.27413279673970636,0.22364493035093105,5.196987521152297,0.27235756189531507,0.31655499316253916
111,156.0,0.3129916210885591,0.27949134146752747,5.089503810468168,0.3134288825065183,0.33973536885296973
112,157.0,0.8061476608722381,3.665154286370235,4.194059723650677,0.6163420009685121,3.4844958840757543
113,158.0,1.8195746012755074,3.5723111331703197,5.610104507825832,3.23221075659314e-07,1.7280540655100196
114,159.0,0.9978478974150208,0.19349895555220953,3.9549566214172556,0.9620323592038748,0.19152788727647688
115,160.0,0.9005224089341282,0.5955682227551592,5.223402475529998,0.13007872522120772,0.5260225338997181
