,ID,Q_0,gamma_short,gamma_long,epsilon_short,epsilon_long,beta_long,beta_short
246,320.0,5.654451339215632,1.6567854514514434e-08,2.8406839330455065,1.0380908590309307e-08,0.022225594097843575,1.0,1.0
247,321.0,6.918540024100552,1.0362097677595504e-07,0.7127062608395345,1.8733009291621393e-08,1.7066783463751608e-08,1.0,1.0
248,322.0,6.124099736940931,2.7781553941360153e-07,0.8848793283903454,0.2580503674797878,0.43565044521061924,1.0,1.0
249,324.0,5.3191651763610714,2.7548020937969845e-08,2.9999995514814306,1.24782238824308e-08,0.07131999689156962,1.0,1.0
250,325.0,6.538319159774469,1.7524315464433174e-08,0.8227324663199144,1.0808245287561935e-08,0.10245509033314418,1.0,1.0
251,326.0,4.722763113228713,1.054313108863421e-07,1.295993823832859,1.513689221226806e-08,1.902477948703871e-08,1.0,1.0
252,327.0,5.952031617394405,3.2332031328934645e-08,2.781522215201076e-07,0.06206911863921777,0.13425068834441622,1.0,1.0
253,328.0,6.540788867949202,1.1237211646600967e-07,6.247240007914413e-07,0.020411183206396354,1.9833239952075514e-08,1.0,1.0
254,329.0,7.263107388147608,1.5612593766615768e-07,2.4191035186954135,1.5549531120027685e-08,0.048589596250029565,1.0,1.0
255,330.0,4.905446675269815,2.7888400752203866e-08,2.9999999801762005,1.604024760801752e-08,0.005764613872777819,1.0,1.0
256,331.0,6.158137829989059,0.1049465601211653,1.9236047632959197e-07,0.499999999199123,0.499999999376615,1.0,1.0
257,333.0,6.881019856620999,1.2929198239555567e-06,1.0185817789005007,0.08638701186453494,0.1965719843377004,1.0,1.0
258,334.0,5.690427551144976,1.6232386610798218e-08,0.637714269214458,1.0337549845075773e-08,1.1097334809488811e-08,1.0,1.0
259,335.0,2.9988051562279754,1.3632863174022879e-08,0.04128012816576193,1.0574176915382591e-08,0.0012873766135116755,1.0,1.0
260,336.0,3.690695924303153,3.0200537604161696e-08,2.999999975443793,1.7583582825858453e-08,0.19194559891575086,1.0,1.0
261,337.0,5.57263518207259,1.1474878273326887e-07,0.2658254374947801,2.0251022141061308e-08,0.010436892495213353,1.0,1.0
262,338.0,6.323426082653244,2.646460003309483e-07,0.07556130669561306,0.22428007935218094,0.23057800781993382,1.0,1.0
263,339.0,3.697872432465093,1.338273338795794e-07,0.2637749405648124,0.06098206652949389,0.009394421959297855,1.0,1.0
264,340.0,7.365980583648683,3.303989649331454e-08,5.141201210081763e-07,0.07613480285353237,0.0680109621906995,1.0,1.0
265,341.0,5.488417098776432,2.171604747105431e-08,3.554689717607834e-08,1.0611298982174391e-08,0.37685614248184107,1.0,1.0
266,342.0,6.253178022423931,1.2401377569311392e-07,1.1728546525366697,1.2974940463523252e-08,2.0909653151845123e-08,1.0,1.0
267,343.0,6.331128962503009,1.1512644083849878e-07,0.9308520962139264,1.741955171335954e-08,1.605092004510417e-08,1.0,1.0
268,344.0,7.150767219217122,4.5355451183866236e-08,0.8775025797784471,0.004828791691321131,0.01916991761545281,1.0,1.0
269,345.0,5.251228311787009,0.157485704102087,3.946734496186584e-08,1.2433178968241959e-08,1.9985954149671443e-08,1.0,1.0
270,346.0,6.065381301447927,4.145647231976926e-08,1.6669784307336855,1.3757048192211899e-08,0.08137953868749061,1.0,1.0
271,347.0,9.999998839880664,0.22513487625457396,6.465242925483258e-07,0.15376720226674462,0.2420081423249785,1.0,1.0
272,348.0,6.413869928776405,3.567868311192898e-08,1.7453732730876859,0.054890369580798584,0.09662957697506615,1.0,1.0
273,349.0,4.505909853683798,4.374265564141597e-08,0.07000802931449794,0.09057308116618971,0.05907792160507001,1.0,1.0
274,350.0,6.931322729274512,5.076967522856486e-08,0.43982624204870774,1.1097633622720958e-08,1.5869169387661144e-08,1.0,1.0
275,351.0,8.419363615576334,1.5994000484502892e-07,5.87526599540599e-07,0.013022057679127157,0.052380494838760464,1.0,1.0
276,353.0,6.825868726623257,2.0450911803807e-08,0.11457280167203472,0.03205899972688363,0.13056979363835391,1.0,1.0
277,354.0,7.1109325379286945,1.2925930334479905e-07,1.0222967164812333,1.7899749840237782e-08,0.009872622571291328,1.0,1.0
278,355.0,7.445885485715833,1.9121462284224884e-06,0.8694565257219784,0.20968651367520633,0.19758624686236567,1.0,1.0
279,357.0,8.88362188414572,1.5202512297808658e-07,0.6875783752078405,0.08159869497275944,0.023626691198785,1.0,1.0
280,358.0,4.277350576969942,3.197168797923469e-08,0.679277042131655,0.014606496317629983,0.16510952260813297,1.0,1.0
282,360.0,5.387410224005803,9.428939748301433e-08,1.958082944694613,1.6073122096777233e-08,1.6412200668706058e-08,1.0,1.0
283,362.0,2.665970673536652,1.185058965107995e-07,1.9104495222843357e-07,0.08601933560131651,0.07027411708477928,1.0,1.0
284,363.0,9.581315210192436,2.3268393019280657e-08,0.7196063485288535,0.015504660885410384,1.0699059984455914e-08,1.0,1.0
285,364.0,7.2105838359745,3.736989676346737e-08,0.42753800152200355,0.02210290641790788,0.005493638435436772,1.0,1.0
286,365.0,7.335425487041307,1.6117004462170342e-07,0.2528247695076206,0.021933124464827494,0.08503643954606355,1.0,1.0
287,366.0,6.284467868953293,1.3118746715126322e-07,0.45857275761349886,0.006150593006841146,1.786009838994979e-08,1.0,1.0
288,368.0,3.9196839618484494,2.8811830391431788e-08,1.5316107093190292,0.03222405613383755,0.20323137299888497,1.0,1.0
289,370.0,5.666511377133139,1.1329972473976432e-07,1.1981473849944,0.023540034580421608,0.06834740987308967,1.0,1.0
290,371.0,4.144942986558965,1.562820907695861e-08,1.0828936751433347,1.0351333710592233e-08,1.0540457004728936e-08,1.0,1.0
291,372.0,7.967848762737013,4.096283882323976e-07,1.3046778414772886,0.08752757445023128,0.01748387554902551,1.0,1.0
292,373.0,7.302663092941065,1.7126644744143323e-08,1.1202007155100266,1.0448362647358838e-08,0.006685943132838663,1.0,1.0
293,374.0,8.051378308049078,2.0953359490628953e-07,0.7244181853272226,0.02489411111544171,0.004724064202466484,1.0,1.0
294,375.0,7.6216606901155215,1.1156549373639922e-07,1.4412844107387282,0.10117244664315903,0.14114628248845676,1.0,1.0
295,376.0,6.178178824460316,3.913375967919203e-08,0.05314809993349599,1.2074008827870114e-08,1.3558925341978652e-08,1.0,1.0
296,377.0,9.58524739296634,2.720255085249182e-07,1.5394341741048547,0.09601991112871103,0.1694793338581421,1.0,1.0
297,378.0,5.529027521268875,1.3695861366743817e-08,0.561589933281718,1.0335085969441547e-08,1.063154234622332e-08,1.0,1.0
298,380.0,6.702576537705901,0.6703239801718534,5.43090826252342e-08,0.2517884954972039,0.2745336561255163,1.0,1.0
299,381.0,7.575263406072552,2.403293852559212e-07,0.7062410581682235,0.04209517135580993,0.1735598541214049,1.0,1.0
300,382.0,5.027181464393096,4.703306964186123e-08,2.999999938583459,1.9924836614743858e-08,1.689306222133537e-08,1.0,1.0
301,383.0,6.403305906776183,2.9247808426531815e-08,1.0414234120906438,0.0756084527442785,0.04358571551615053,1.0,1.0
302,384.0,5.741747680465102,1.1440032112437456e-07,0.18056711819562526,1.9155933123574608e-08,1.9525974399687965e-08,1.0,1.0
303,385.0,1.0000000143509558,2.6128213589818574e-08,2.1546066768922558e-08,0.0206675660963997,0.03548857436363964,1.0,1.0
305,387.0,6.5424613921153885,4.196825495383469e-08,1.7474622054812132,1.3088019188534156e-08,0.0058391969903026876,1.0,1.0
306,388.0,5.009286677330228,5.2288440711334285e-08,0.35216741201278373,1.655347021432677e-08,0.011029854437948594,1.0,1.0
307,389.0,5.992384604920871,1.872444475919176e-07,1.2582684406024889,0.16937304991456462,0.09125528351109097,1.0,1.0
308,390.0,6.226355251206206,2.4248184677677623e-07,2.0543268252301035e-06,0.21495980877606852,0.18407795112586545,1.0,1.0
309,391.0,5.670543875560443,3.154948768221588e-08,2.460372353369984,4.4106894959789356e-08,0.09261563835834982,1.0,1.0
310,392.0,5.470019039188875,1.311536517159074e-07,0.514821301033493,1.773416382542715e-08,1.665226774538608e-08,1.0,1.0
312,394.0,1.0000000968465619,8.185615046488427e-08,1.2805749022347265e-07,0.2549309400946061,0.21970842760614487,1.0,1.0
313,396.0,8.113318020234283,1.909308759446801e-08,0.5107406159253566,0.02916376854323068,0.07610068386556043,1.0,1.0
314,397.0,5.62927362047971,2.589434595004597e-07,1.4959351687914972,1.6663770431029387e-08,1.6546880391216547e-08,1.0,1.0
315,399.0,4.374229840817683,1.0142285564326421e-07,3.7673189067155423e-07,0.03333203399029658,7.459186386447974e-08,1.0,1.0
316,400.0,6.005005600041776,1.5873471894326655e-06,0.3145965338458188,0.06249754907234596,0.2665707597771514,1.0,1.0
317,402.0,6.208225767387193,1.5908063315201027e-08,0.5123995980014626,1.0377207158804315e-08,0.0655324732320203,1.0,1.0
318,403.0,5.172312372322309,1.57191366565566e-08,0.9420401032692373,1.0241815135561691e-08,1.0243521814180095e-08,1.0,1.0
319,405.0,5.400908709456017,1.4758987409894211e-08,2.499963055670475,1.0527370620194286e-08,1.0613945134145882e-08,1.0,1.0
320,406.0,6.931270002556919,5.006928865274112e-08,0.3468421272438406,3.717581756591819e-08,0.0024606442911747715,1.0,1.0
321,407.0,4.3488964550138425,1.5180887178701406e-07,1.0082757736880572,1.9452456922023303e-08,0.03964425636641283,1.0,1.0
322,408.0,3.7671022085967647,1.265779038054579e-07,0.8137434368235635,2.119576764585266e-08,1.9725782347322062e-08,1.0,1.0
323,409.0,1.6054640190804883,1.3807595847867857e-08,2.999999980609868,1.0471392000380544e-08,0.28541936951111135,1.0,1.0
324,410.0,5.9950556970916065,2.1499782807619846e-08,0.2388907468994771,1.0547303932304292e-08,1.1111381724689896e-08,1.0,1.0
325,412.0,2.4500836053693944,1.796535737524363e-08,1.556569935632004,1.036195957559453e-08,1.0382996927559675e-08,1.0,1.0
326,414.0,5.590818539223397,1.4994841632534028e-08,0.6203624316617079,1.0623371449144337e-08,1.1151723733099587e-08,1.0,1.0
327,416.0,6.146438093782419,2.912444151678338e-08,0.7547324882699865,1.1307510984352242e-08,1.493967495146235e-08,1.0,1.0
328,418.0,6.941752400130488,0.46139467798142786,5.927639920371142e-07,0.06731151867804999,0.1584960218022639,1.0,1.0
329,419.0,7.194541156131315,0.6301824512578051,3.909401385298887e-08,0.11426864422105898,0.1855366443885597,1.0,1.0
330,420.0,5.515455552244384,1.6152415931732346e-08,0.7506032098359223,1.0313219898852155e-08,1.0265844506293176e-08,1.0,1.0
331,421.0,4.57802923983372,1.883140407633665e-07,1.9683834050691231,0.19721114828443384,0.4351768402836322,1.0,1.0
332,422.0,6.813495329308271,1.420117274863145e-06,3.900378876489601e-06,0.058211615782575624,0.22442729799471692,1.0,1.0
333,423.0,3.5623222416797864,6.805912704182888e-08,4.418110107193175e-08,0.01337271816910668,1.2079002817910875e-08,1.0,1.0
334,424.0,4.510395214844648,1.1367062121240806e-07,0.2612582161246472,0.04173024875893935,0.13794365599119027,1.0,1.0
335,425.0,6.458179682166582,1.3905042131194244e-08,1.7928487423481576,1.0669744084750437e-08,1.0380125076539844e-08,1.0,1.0
336,426.0,5.1861550412616,2.220239962925594e-08,5.6634119521177133e-08,0.06553920798530818,1.1788174087343558e-08,1.0,1.0
337,427.0,6.499369947106216,1.1032367301680961e-07,1.2083089890441758,1.6465095897162123e-08,6.161449280270864e-08,1.0,1.0
339,429.0,5.366522543277672,1.0043965633662907e-07,2.999999853538021,1.851018410201732e-08,0.009280892478484227,1.0,1.0
342,432.0,2.3213244970008398,2.890320939576145e-07,4.931960745129156e-07,0.2591523682220296,0.3783696734776197,1.0,1.0
343,433.0,6.675126614483072,4.8751795889228585e-08,1.911620305182601,2.7315286952057157e-08,0.01277362110572834,1.0,1.0
344,434.0,4.086442498644402,1.3856559327151075e-08,1.7706373935360267,1.065666978431719e-08,1.0640227746831277e-08,1.0,1.0
345,435.0,5.521477939055882,3.449468085605783e-08,1.581312705012978,1.2534029539803927e-08,0.002802416134233502,1.0,1.0
346,436.0,6.739926536717406,2.9443002165251585e-07,0.2121512692786046,0.22552355772185606,0.3267369924088135,1.0,1.0
347,437.0,7.065074518917332,1.6199131726734546e-08,1.0639764446981,1.0259063990499784e-08,0.017452854850592538,1.0,1.0
348,438.0,6.853315423786053,1.291432147567696e-07,0.7970135722843129,1.7199612778236945e-08,0.011916754972103663,1.0,1.0
349,439.0,6.961036562614571,8.075490427582199e-08,2.9999999084176476,4.5026108212856604e-08,0.12305828826096225,1.0,1.0
350,440.0,6.982562926746892,4.5939884782935055e-07,5.317870326593702e-07,0.11539041654380283,0.22601259417999553,1.0,1.0
351,441.0,5.722148806903911,1.627366983179413e-08,1.3019477887196875,1.0313732934230552e-08,1.0477039470156349e-08,1.0,1.0
352,442.0,6.949008102479175,1.5457838570340688e-08,1.1388857542670383,1.0486189250307033e-08,1.1685670405599328e-08,1.0,1.0
353,443.0,4.216417539675171,1.4550904857167834e-08,2.449447767862426,1.0399843955859548e-08,1.0822680653088986e-08,1.0,1.0
354,444.0,8.10914116516333,2.790309030995759e-07,0.443995854794179,0.06546728258332278,0.1630273681162501,1.0,1.0
355,445.0,7.244394684496251,1.8086893177874504e-07,1.1678067903380531,1.6645612808421322e-08,0.051528455543940935,1.0,1.0
356,446.0,5.939020971264402,3.7982074162840515e-08,1.1784076742354243e-07,1.2180284372583405e-08,1.308680123889243e-08,1.0,1.0
357,447.0,4.181288763008144,2.3644200492915876e-07,0.33437009360372943,0.29760619484398315,0.3368629196492146,1.0,1.0
358,448.0,5.653879378076999,2.1564235266398955e-08,2.064207593708407,1.0752712488525886e-08,1.5867865632503146e-08,1.0,1.0
359,449.0,5.240054260471226,0.031511731672913754,2.0811109661870197e-08,1.264167403158447e-08,0.3475546794310079,1.0,1.0
360,450.0,6.6632387909663064,2.2682129448155369e-07,1.5670110686648053,1.2185124659068011e-08,0.05997177741952988,1.0,1.0
361,451.0,4.913283846535516,1.626914270221239e-07,0.12891214662486147,0.1110852062243681,0.20583991197093524,1.0,1.0
362,453.0,6.913344614025072,1.5119006314749478e-07,0.6798283631974706,0.08646122158408713,0.10722683487777633,1.0,1.0
363,454.0,7.116608260754494,1.1850409525480891e-07,0.2574305275201725,0.035085849713257414,0.019134678444481967,1.0,1.0
364,455.0,7.900321654225798,0.0948024843931435,0.9928966174597581,0.02383190342447311,0.031066999134024272,1.0,1.0
365,457.0,6.925475178230692,0.43757857260624444,2.9999957214159583,0.020247327835710698,0.04244214814174228,1.0,1.0
366,458.0,6.982218007369051,3.924371053286572e-08,0.179966803798813,1.4701692169323484e-08,0.011973541680070556,1.0,1.0
367,459.0,6.643081686884484,3.849048551513425e-08,1.3520212069755742e-07,0.011788346426112714,0.0855967544914525,1.0,1.0
368,460.0,7.361887758599273,3.626417048687011e-08,1.1622800311295671,1.041435652694462e-08,0.033240686039967424,1.0,1.0
369,462.0,5.8995595361643876,1.665082788392684e-07,0.28785693958082126,0.1124323106325434,0.17065746454712036,1.0,1.0
370,463.0,4.084430609746288,7.115622479045525e-08,1.3798479740890728,1.617467586817646e-08,0.0499276253966515,1.0,1.0
371,464.0,6.659395199531939,9.834268165892753e-08,1.2091650885243028,0.04389299099784438,0.0760653156391098,1.0,1.0
372,465.0,4.292332774785557,2.383254256678654e-08,2.0563832958656043,2.2370637748651022e-08,2.5361283885593688e-08,1.0,1.0
373,466.0,5.331411716568635,1.758053772825274e-08,1.2732965864861718,1.0488428494764251e-08,0.06871201396793684,1.0,1.0
374,467.0,7.78685337824193,2.7324582793899054e-07,1.2692174138086645,0.008598422850725065,0.15959077494372995,1.0,1.0
375,468.0,4.144303034851645,3.7328847608818004e-08,0.1257955111047637,0.003101402339417916,0.11359682777130742,1.0,1.0
376,469.0,6.170379814587108,1.4050600780889401e-08,0.03492951811996602,1.0753456499645453e-08,7.17741807844851e-08,1.0,1.0
377,470.0,7.619316312080135,5.164612896656386e-08,1.5418438663569405,0.01672117681583913,0.03731874917434865,1.0,1.0
379,472.0,4.998168141025197,1.457436330605487e-08,2.902924000875153,1.0228270148735509e-08,1.0748579050030816e-08,1.0,1.0
380,473.0,5.810162927046885,1.4443489462397264e-08,1.236776075657096,1.028767358934071e-08,0.03295831502599411,1.0,1.0
381,474.0,5.897900854060614,3.207306186223848e-08,0.3191941475917246,0.05116314048222439,3.259161578660686e-08,1.0,1.0
382,475.0,5.3492604563838455,3.1982486566048234e-08,2.9787185928611906,1.2363109946102577e-08,0.1405394123264564,1.0,1.0
383,476.0,6.169320988473191,1.5119839418408316e-07,0.666880678231018,2.023642822089059e-08,4.5554195831145195e-08,1.0,1.0
384,477.0,8.016125125115058,1.501417092359088e-08,2.9999999237199826,1.2364382498452493e-08,0.1208923370534572,1.0,1.0
385,478.0,6.9225590414464095,1.262699098525898e-07,1.3078296365304956,1.6141494997337578e-08,0.06988442724620157,1.0,1.0
386,479.0,3.451814102900527,7.722880212555353e-08,3.175405081413946e-08,0.07796615132725702,0.25104689109889355,1.0,1.0
387,480.0,8.066847624190222,8.103567439248355e-08,0.8793857433076224,0.014302947901036454,1.446384984184833e-08,1.0,1.0
388,481.0,3.558400998134183,1.689513842015475e-08,0.017834746830706027,1.0440686446982668e-08,1.0362707377602266e-08,1.0,1.0
389,482.0,4.956455431727419,3.5932318497938717e-08,0.1916730878034598,3.1709512205717496e-08,0.14428558467899907,1.0,1.0
390,483.0,6.720025461282877,1.590041194502877e-08,0.5421341189594076,1.032509255745492e-08,1.1705382328558516e-08,1.0,1.0
391,484.0,4.5838327280658415,9.990308060225178e-08,1.0974879974197826,1.943946765377565e-08,2.608041549765199e-07,1.0,1.0
392,485.0,5.588204865638812,1.2878209855631507e-07,0.19680493468494162,0.07033584409111562,0.23844903613502474,1.0,1.0
393,486.0,6.783333165677007,1.4758209945864456e-08,1.5472820354189292,1.1730712747366606e-08,0.10186074942009604,1.0,1.0
394,487.0,5.964460520941746,9.340736907925465e-08,2.999999433167281,1.7800746100387043e-08,0.12698610241655311,1.0,1.0
395,488.0,8.790374410168464,3.421816363428611e-07,1.0782256791393792,0.1833125818986489,0.26278099703745594,1.0,1.0
396,489.0,6.069337858763249,3.145997332819181e-08,0.4811462949662415,0.029734846962274714,0.21547050299756004,1.0,1.0
397,490.0,5.674968298055115,3.826420304928565e-07,0.511904414406943,0.07801205186560975,0.11694421295339277,1.0,1.0
398,492.0,8.296969377840092,1.638051619350038e-07,1.3685314811487237,0.018317232293469574,0.0470131758391079,1.0,1.0
399,493.0,3.1598836533464243,1.4539777056274884e-07,0.15032670044622087,0.012104496367363292,0.04253172025708384,1.0,1.0
400,495.0,6.420574178575973,3.7437488211871504e-08,0.8486244816528091,0.0003370753610751126,0.05712590882509611,1.0,1.0
401,496.0,6.75504472361847,0.3028943388910985,1.688527039304739,0.4999993072429139,0.49999998670812673,1.0,1.0
402,497.0,6.507599079735603,1.5351193253695523e-07,2.3474248705324157,2.0711036064008845e-08,0.15903436308283814,1.0,1.0
403,498.0,5.658304768683759,1.3827957230857572e-08,0.16289557264832052,1.031704589858826e-08,1.0382599200141705e-08,1.0,1.0
404,499.0,6.838892255014215,4.0240354010416456e-08,0.5609453586793908,8.575870091725013e-08,0.043660829385749875,1.0,1.0
405,500.0,8.333301248506736,2.4748975530458035e-07,1.4775701646742196,0.012286013561393007,0.10799981258934128,1.0,1.0
407,504.0,6.846571386520439,1.0100741055370654,4.0329598537026355e-08,0.06001605244627144,1.578265364399297e-08,1.0,1.0
409,506.0,5.183791657346076,0.14554415861917064,1.905019778149205e-07,2.226978567004025e-08,1.925965583148056e-08,1.0,1.0
410,507.0,4.891594930979011,1.2917930518373411e-08,1.7189228926504958,1.0473342254349661e-08,1.0565875686159374e-08,1.0,1.0
411,508.0,7.088878088763538,1.4319885804594497e-07,0.961385698809995,0.2724317092491612,0.17433565961543876,1.0,1.0
413,510.0,4.981578191797857,2.8961084846751094e-08,0.4996636930421607,0.0073451908681703435,0.012381362973336302,1.0,1.0
414,511.0,7.36821460505458,2.7795149503718056e-08,0.7911459046209368,1.1318129551809686e-08,1.748278178347588e-08,1.0,1.0
415,512.0,6.065099098362612,1.6009156140775822e-08,1.385316408398451,1.0538763309739554e-08,0.0732304902494447,1.0,1.0
416,513.0,7.378993038688001,1.762021670659606e-08,2.9999999813682114,1.0371705762700994e-08,0.07829765299373391,1.0,1.0
417,516.0,6.657177597143575,3.315846459746749e-08,1.066627455959167,0.09240558181749191,0.11092859694936796,1.0,1.0
419,518.0,5.9911009120112695,2.9063378841488016e-08,2.839846320102354,1.100407100975235e-08,0.006913828518726002,1.0,1.0
421,520.0,5.095069398164316,0.20018663446526155,1.1314766251771358e-07,0.1163369638163072,0.35278603706076644,1.0,1.0
422,521.0,5.1636027697866105,1.3481949129639096e-08,0.657522097882176,1.0472330457636147e-08,0.13118166784260066,1.0,1.0
423,522.0,5.442984181760277,1.6252567894304213e-08,0.7891173179090537,1.0328749055051102e-08,1.1182359152934134e-08,1.0,1.0
424,523.0,4.758437416951768,1.4434643635394604e-08,0.9624700780037154,1.0819868296989618e-08,0.13270186083156946,1.0,1.0
425,524.0,3.998819216231281,7.957793518411167e-08,5.639591103857828e-07,1.7116404709827105e-08,2.681268131031576e-07,1.0,1.0
426,525.0,4.572232070514061,3.4643010351069916e-08,0.2937975143580063,0.47643771703116844,0.4999999988877094,1.0,1.0
427,526.0,5.026620331696276,1.0555235156753169,1.5150467013777007e-07,0.23611878548214915,0.19402757774888502,1.0,1.0
429,528.0,4.907580417388979,1.91610349893841e-08,2.822667849881211,1.0276698108356928e-08,1.0291638821181731e-08,1.0,1.0
430,530.0,6.220098194684572,1.1629351787949333e-07,0.4959558772198839,2.3310450643470614e-08,1.9672268342812996e-08,1.0,1.0
431,531.0,7.307443961053251,1.7343813899598366e-08,1.017678285509614,1.0335985659790563e-08,0.03020193489159665,1.0,1.0
432,533.0,7.661152838787942,4.898014277811598e-08,2.298620542606079,1.2435910926517875e-08,0.022823304030251845,1.0,1.0
433,534.0,5.086242544996232,3.250997802469186e-08,1.8251149192556422,1.515939177325362e-08,0.01982407088915538,1.0,1.0
434,535.0,6.155064537721539,1.5774154100829395e-08,1.7035104694558636,1.0309089650549886e-08,1.0687216140431694e-08,1.0,1.0
435,538.0,6.143831023361566,1.1611502767372918e-06,2.4666642545141544,1.6074883316583066e-08,0.12417900062241187,1.0,1.0
436,539.0,5.557188285547736,1.3510058491910961e-08,2.0974645729805674,1.0378994794426227e-08,0.04991479967256699,1.0,1.0
437,540.0,7.460268767879231,7.485871806449045e-08,0.7617444175173984,2.960033801432169e-08,0.013698341103019441,1.0,1.0
438,542.0,7.954134650467874,4.305657150503788e-08,3.072135502067619e-07,0.18800618699923494,0.18580940081677616,1.0,1.0
439,543.0,5.026753327834365,1.4698954512951993e-08,2.2647910962532998,1.0310715533065485e-08,1.085932765037298e-08,1.0,1.0
440,544.0,1.0000000039315102,1.4869285476329534e-08,1.3863512922864129e-08,1.0298343951125806e-08,1.019480175836121e-08,1.0,1.0
441,545.0,1.0000000487957061,3.4757995630191164e-08,3.8705825519128093e-08,1.3858813286568705e-08,0.006969253853796879,1.0,1.0
442,546.0,6.578235351689629,1.5461561592997994e-07,0.5207395109997263,2.3380211562715472e-08,0.003337509405705547,1.0,1.0
443,547.0,7.711826198565823,3.077479805824764e-08,1.1775276462424338,0.04137006579145082,0.19256096341864806,1.0,1.0
444,548.0,5.742394025146721,2.31621367084158e-06,2.632784808954548e-07,0.3076170991655543,0.4009117230568861,1.0,1.0
445,549.0,4.588924600104741,1.636876440160378e-08,2.2190247085274732,1.0447652718709524e-08,0.041426030016894023,1.0,1.0
446,550.0,6.233501819819211,1.9184705065976577e-07,0.702786383760543,1.5199679009518398e-08,2.0649486308735556e-08,1.0,1.0
447,551.0,5.876019549621991,1.075345111581465e-07,1.920096342791621,1.750363917612277e-08,1.5814843947644837e-08,1.0,1.0
448,552.0,4.347780890847573,3.040778949964731e-08,1.6781730380054533e-07,0.03727574121121716,1.2417054853539228e-08,1.0,1.0
449,553.0,4.699127679215523,1.0909590987059975e-07,1.799779365614605,0.04045181324190549,0.20500137071054775,1.0,1.0
451,555.0,5.165066077735654,1.5615936301745705e-08,0.4962690692098113,1.1870189664122602e-08,0.03835958227478342,1.0,1.0
452,556.0,6.225339574103907,2.9823257375246406e-07,0.6607094104683582,0.32513944524576793,0.17706470330994753,1.0,1.0
453,557.0,4.761905316460721,9.996355081787297e-08,0.3112837468700821,1.0426911074122372e-07,3.87516308071728e-08,1.0,1.0
454,558.0,6.996012453201269,1.5842149442489783e-07,7.012565008369146e-07,1.6771090767821567e-08,5.148222925714595e-08,1.0,1.0
455,559.0,5.354839478992254,0.4729764436568195,9.747181808482989e-08,0.0018646410777280805,1.1673458350558768e-08,1.0,1.0
456,560.0,5.304684755767593,1.7351037437727446e-08,0.5685738126257065,1.0321697944824599e-08,0.11974767952478205,1.0,1.0
457,561.0,6.254298346429711,1.2619140434155016e-08,2.999999995150125,1.0436187352730398e-08,0.0408320851862958,1.0,1.0
459,565.0,7.175676906229975,3.2319773934508996e-08,0.5049344191376437,0.05438965484818435,0.047965482002707095,1.0,1.0
460,566.0,2.9004464196097453,8.741001233223674e-08,0.6025008050125811,0.0399477469733289,0.10630635678709796,1.0,1.0
461,569.0,5.823141077792231,1.5564029101926405e-08,1.1083972629146888,1.0476470034025689e-08,0.013017606322157293,1.0,1.0
462,570.0,5.8134231370213225,1.5639388618101174e-08,1.7507328445842305,1.0367432181144641e-08,0.02101063700314993,1.0,1.0
463,571.0,1.000000014296694,3.771920672030307e-08,2.4010449252697055e-08,0.020277204460237654,0.018455345218611786,1.0,1.0
464,573.0,4.888287260666115,9.099521361350299e-08,0.17234934694335308,0.06225122102122597,0.0002268415039751495,1.0,1.0
465,574.0,7.743770548639421,1.6629362152854056e-08,2.7276566793409356,1.0365288356672418e-08,1.0206188068334607e-08,1.0,1.0
466,575.0,6.271402045112142,3.257459005332015e-08,2.9999997930861837,1.628961799100808e-08,0.15714615999330048,1.0,1.0
467,576.0,6.2608970014879555,1.6634272068435374e-07,1.0270623434343276,1.8753420951833757e-08,1.7044611099600305e-08,1.0,1.0
468,577.0,6.091663034244941,3.6314784847004084e-08,2.8562336235314447,1.3439382391709925e-08,0.08315836065458307,1.0,1.0
469,578.0,6.373387393285548,1.6011052316431498e-08,1.406440011016728,1.033942304473845e-08,0.01250016894080052,1.0,1.0
470,579.0,6.408725844327833,2.493247814952655e-07,0.6129691497933847,2.2623265577686527e-08,0.008557962000385154,1.0,1.0
471,580.0,6.602222073548908,3.2623372575168405e-08,1.4568633867356922,1.1709557346211636e-08,0.0006695264674423785,1.0,1.0
472,581.0,5.507455994675901,1.3015296044089984e-07,1.325045471543222,0.07070087822980248,0.11297837021408486,1.0,1.0
473,582.0,5.29700195155545,1.5457959883439233e-08,0.9390645447883356,1.0901516546838454e-08,0.004542361678511022,1.0,1.0
474,583.0,4.863542341384249,7.958570700121278e-08,1.1257007683753382,1.6942732563624804e-08,2.297242424492311e-08,1.0,1.0
475,584.0,6.245989826315836,2.7612773811204543e-08,0.7817780865953935,2.0303520092573783e-08,0.08735601392895836,1.0,1.0
476,585.0,1.8633297799321515,3.445145382581477e-07,2.159176370686716e-07,0.262043322565567,0.1839040179689879,1.0,1.0
477,586.0,8.392283529443702,3.3418837930758133e-07,1.165292904266876,1.4627858980071813e-08,2.1982076103258927e-08,1.0,1.0
478,587.0,6.775214885219609,2.3015191994884668e-07,0.7218121779492905,1.9875087205131788e-08,0.019755863441374134,1.0,1.0
479,589.0,7.54088540824035,9.297974766411234e-08,0.4299901087002326,1.5970369940542488e-08,0.049833931918195386,1.0,1.0
480,590.0,1.0421073420395628,1.626222275889168e-08,2.4926558050611443e-08,1.0623856581132864e-08,0.0035257993872549365,1.0,1.0
