,ID,Q_0,gamma_short,gamma_long,epsilon_short,epsilon_long,beta_long,beta_short
213,286.0,4.524408428943337,1.1359847715616995e-08,2.999999997738688,1.0284475164663894e-08,0.04160484566985193,1.0,1.0
214,287.0,3.6915985451129174,1.0124272886016038e-07,0.2696630094711049,1.920856731000229e-08,2.2074743006008817e-08,1.0,1.0
216,289.0,8.184856545494556,1.9486279759101198e-06,0.6308033403844093,0.01261118236271435,0.09602513348615453,1.0,1.0
217,290.0,2.8194913095666125,7.893539417503938e-08,2.5779403595730974,1.628057419351645e-08,3.4651537948512695e-08,1.0,1.0
218,291.0,5.692697221321388,1.131546822528824e-07,0.5623080363283536,0.015229838368210158,0.08387553996303111,1.0,1.0
219,292.0,6.3455191323513525,8.814657781516389e-08,1.207690038343489,2.4847665297770986e-08,0.01600309861334566,1.0,1.0
220,293.0,9.635391155861292,2.814422327003522e-07,3.9687289513967455e-08,0.0990064934844922,0.05156303278577215,1.0,1.0
221,294.0,7.953618392099619,2.719231456309839e-08,1.93382321096666,0.2092834647752898,0.09738116497198229,1.0,1.0
222,295.0,5.105458419322027,1.376674396576228e-07,1.7386988567019759,1.6772123662303782e-08,6.584202133294725e-08,1.0,1.0
223,296.0,4.591293391040482,7.797062724973803e-08,2.1599602788309634e-07,5.733038563006423e-08,0.0024407633342170823,1.0,1.0
224,297.0,7.919613546414844,1.7728140062526136e-08,1.0713937654870482,1.0650652745414446e-08,0.05963019380685385,1.0,1.0
225,298.0,9.775526271938823,0.1560897445194924,4.2148078198890224e-08,1.1741080405753e-08,0.02978658182593587,1.0,1.0
226,299.0,6.978096189919031,6.689089768524023e-07,0.5813452982919031,0.07004832664445346,0.16311456864964505,1.0,1.0
227,300.0,8.387357071543468,3.6548168712887557e-08,2.247240518612488,1.495936765477697e-08,0.007876990098949198,1.0,1.0
229,302.0,5.9866819106344895,3.0647786161338305e-08,1.18798805061033,1.3368653896481532e-08,1.2909825813652955e-08,1.0,1.0
230,303.0,5.656326283491256,3.094838582636413e-08,0.8546793144966881,6.97479438403577e-08,0.08798545135592938,1.0,1.0
231,304.0,5.823971470881071,1.5974907410577902e-08,2.076550300543531,1.0331100164883778e-08,0.036335468200289114,1.0,1.0
232,305.0,9.999999356848738,0.5930682494371906,2.999999791166935,0.1329759922962638,0.3642510196864287,1.0,1.0
233,306.0,6.999900952757403,2.8427658450974543e-07,0.43716834987291703,0.05110470798144532,0.17225282121264304,1.0,1.0
234,307.0,4.596172318479878,4.508761905519579e-07,2.745376622734692e-07,0.05300938135603782,0.14845219916857622,1.0,1.0
235,308.0,5.800158652503342,2.7656989232687373e-08,0.48964907743110087,0.012487071416767788,0.05154991626092781,1.0,1.0
236,309.0,4.814484377198575,1.9584292118508278e-07,1.910061679109597,1.5300773030878847e-08,2.508394508945612e-08,1.0,1.0
237,310.0,7.109043453458975,1.5121926319712577e-08,2.171306970819357,1.1202371097721548e-08,1.0293040618072531e-08,1.0,1.0
238,311.0,4.584771107881789,7.999176936349065e-08,7.404759841639011e-08,0.4999999773182023,0.3910863339347591,1.0,1.0
239,312.0,3.678101744018314,5.785760781494554e-08,0.23742695026430735,0.3773685217565203,0.35538727356054284,1.0,1.0
241,314.0,8.210394740673703,3.03731030542119e-08,0.8636589997999428,0.010887790962966422,0.05342841302900752,1.0,1.0
242,315.0,4.650516752035751,1.396991353334712e-08,0.9677883350211907,1.1610885315719637e-08,1.0359994940010212e-08,1.0,1.0
243,316.0,3.8719905910945807,1.5348906789828197e-08,2.2209943161703807,1.0355205361776644e-08,1.0432542779685501e-08,1.0,1.0
244,318.0,6.195938888451685,9.113559075416327e-07,0.36596369814525526,0.2938362299371612,0.23390655213698236,1.0,1.0
245,319.0,5.886535780973049,3.346691967549063e-08,2.4587822080502026,0.0037564206843493436,0.10964035582080993,1.0,1.0
